,0,1,2,3,4
2042,002738,HDYKZQA,泓德裕康债券A,债券型-混合债,HONGDEYUKANGZHAIQUANA
2043,002739,HDYKZQC,泓德裕康债券C,债券型-混合债,HONGDEYUKANGZHAIQUANC
2044,002740,HDYZYNDKZQA,泓德裕泽一年定开债券A,债券型-长债,HONGDEYUZEYINIANDINGKAIZHAIQUANA
2045,002741,HDYZYNDKZQC,泓德裕泽一年定开债券C,债券型-长债,HONGDEYUZEYINIANDINGKAIZHAIQUANC
2046,002742,HDYXZQA,泓德裕祥债券A,债券型-混合债,HONGDEYUXIANGZHAIQUANA
2047,002743,HDYXZQC,泓德裕祥债券C,债券型-混合债,HONGDEYUXIANGZHAIQUANC
2048,002745,BXRFFLHH,北信瑞丰丰利混合,混合型-偏债,BEIXINRUIFENGFENGLIHUNHE
2049,002746,HTFDCLDKHH,汇添富多策略定开混合,混合型-灵活,HUITIANFUDUOCELUEDINGKAIHUNHE
2050,002747,ZOHBC,中欧货币C,货币型,ZHONGOUHUOBIC
2051,002748,ZOHBD,中欧货币D,货币型,ZHONGOUHUOBID
2052,002749,JSWSZQ,嘉实稳盛债券,债券型-混合债,JIASHIWENSHENGZHAIQUAN
2053,002750,GYTXSNLCZQ,工银泰享三年理财债券,债券型-长债,GONGYINTAIXIANGSANNIANLICAIZHAIQUAN
2054,002753,JXJXBHBB,建信嘉薪宝货币B,货币型,JIANXINJIAXINBAOHUOBIB
2055,002754,BSYCCZ,博时裕创纯债,债券型-长债,BOSHIYUCHUANGCHUNZHAI
2056,002755,BSYSCZZQ,博时裕盛纯债债券,债券型-长债,BOSHIYUSHENGCHUNZHAIZHAIQUAN
2057,002756,ZSZX3GYDKA,招商招兴3个月定开A,债券型-长债,ZHAOSHANGZHAOXING3GEYUEDINGKAIA
2058,002757,ZSZX3GYDKC,招商招兴3个月定开C,债券型-长债,ZHAOSHANGZHAOXING3GEYUEDINGKAIC
2059,002758,JXXJZLHBA,建信现金增利货币A,货币型,JIANXINXIANJINZENGLIHUOBIA
2060,002759,DXAYBA,东兴安盈宝A,货币型,DONGXINGANYINGBAOA
2061,002760,DXAYBB,东兴安盈宝B,货币型,DONGXINGANYINGBAOB
2062,002765,XHSLZQA,新华双利债券A,债券型-混合债,XINHUASHUANGLIZHAIQUANA
2063,002766,XHSLZQC,新华双利债券C,债券型-混合债,XINHUASHUANGLIZHAIQUANC
2064,002767,TKHTHBHH,泰康宏泰回报混合,混合型-偏债,TAIKANGHONGTAIHUIBAOHUNHE
2065,002768,HAAJLHPZHH,华安安进灵活配置混合,混合型-灵活,HUAANANJINLINGHUOPEIZHIHUNHE
2066,002769,XYDZZQC,兴业短债债券C,债券型-中短债,XINGYEDUANZHAIZHAIQUANC
2067,002770,AXXHBHHA,安信新回报混合A,混合型-灵活,ANXINXINHUIBAOHUNHEA
2068,002771,AXXHBHHC,安信新回报混合C,混合型-灵活,ANXINXINHUIBAOHUNHEC
2069,002772,GDCYXDLHH,光大产业新动力混合,混合型-灵活,GUANGDACHANYEXINDONGLIHUNHE
2070,002773,GDMXHHA,光大铭鑫混合A,混合型-灵活,GUANGDAMINGXINHUNHEA
2071,002774,GDMXHHC,光大铭鑫混合C,混合型-灵活,GUANGDAMINGXINHUNHEC
2072,002775,BSJXCZZQ,博时景兴纯债债券,债券型-长债,BOSHIJINGXINGCHUNZHAIZHAIQUAN
2073,002776,ZSARHHA,招商安荣混合A,混合型-灵活,ZHAOSHANGANRONGHUNHEA
2074,002777,ZSARHHC,招商安荣混合C,混合型-灵活,ZHAOSHANGANRONGHUNHEC
2075,002778,XJQHLHXSLHHA,新疆前海联合新思路混合A,混合型-灵活,XINJIANGQIANHAILIANHEXINSILUHUNHEA
2076,002779,XJQHLHXSLHHC,新疆前海联合新思路混合C,混合型-灵活,XINJIANGQIANHAILIANHEXINSILUHUNHEC
2077,002780,QHLHHXHHA,前海联合泓鑫混合A,混合型-灵活,QIANHAILIANHEHONGXINHUNHEA
2078,002781,BSJR6GYDKZ,博时聚瑞6个月定开债,债券型-长债,BOSHIJURUI6GEYUEDINGKAIZHAI
2079,002783,DFHJZJXHHA,东方红价值精选混合A,混合型-偏债,DONGFANGHONGJIAZHIJINGXUANHUNHEA
2080,002784,DFHJZJXHHC,东方红价值精选混合C,混合型-偏债,DONGFANGHONGJIAZHIJINGXUANHUNHEC
2081,002788,RTXJBHBA,融通现金宝货币A,货币型,RONGTONGXIANJINBAOHUOBIA
2082,002789,CSTXLHPZA,长盛同享灵活配置A,混合型-灵活,CHANGSHENGTONGXIANGLINGHUOPEIZHIA
2083,002790,CSTXLHPZC,长盛同享灵活配置C,混合型-灵活,CHANGSHENGTONGXIANGLINGHUOPEIZHIC
2084,002792,JSCCSYHBHHA,景顺长城顺益回报混合A,混合型-偏债,JINGSHUNCHANGCHENGSHUNYIHUIBAOHUNHEA
2085,002793,JSCCSYHBHHC,景顺长城顺益回报混合C,混合型-偏债,JINGSHUNCHANGCHENGSHUNYIHUIBAOHUNHEC
2086,002794,THYLZQE,天弘永利债券E,债券型-混合债,TIANHONGYONGLIZHAIQUANE
2087,002795,PAHYCZA,平安惠盈纯债A,债券型-长债,PINGANHUIYINGCHUNZHAIA
2088,002796,JSCCJYSLZQA,景顺长城景盈双利债券A,债券型-混合债,JINGSHUNCHANGCHENGJINGYINGSHUANGLIZHAIQUANA
2089,002797,JSCCJYSLZQC,景顺长城景盈双利债券C,债券型-混合债,JINGSHUNCHANGCHENGJINGYINGSHUANGLIZHAIQUANC
2090,002801,HDHXHH,泓德泓信混合,混合型-灵活,HONGDEHONGXINHUNHE
2091,002802,GFDCDSJJXHHA,广发东财大数据精选混合A,混合型-灵活,GUANGFADONGCAIDASHUJUJINGXUANHUNHEA
2092,002803,DFHHGSHH,东方红沪港深混合,混合型-灵活,DONGFANGHONGHUGANGSHENHUNHE
2093,002804,HTBRLHDC,华泰柏瑞量化对冲,混合-绝对收益,HUATAIBAIRUILIANGHUADUICHONG
2094,002805,ZSHJJLYNDKZA,浙商汇金聚利一年定开债A,债券型-混合债,ZHESHANGHUIJINJULIYINIANDINGKAIZHAIA
2095,002806,ZSHJJLYNDKZC,浙商汇金聚利一年定开债C,债券型-混合债,ZHESHANGHUIJINJULIYINIANDINGKAIZHAIC
2096,002807,RTTAZQ,融通通安债券,债券型-长债,RONGTONGTONGANZHAIQUAN
2097,002808,HDYSLHHH,泓德优势领航混合,混合型-灵活,HONGDEYOUSHILINGHANGHUNHE
2098,002810,JXZXCXCZHHFQS,金信转型创新成长混合发起式,混合型-灵活,JINXINZHUANXINGCHUANGXINCHENGZHANGHUNHEFAQISHI
2099,002811,BSYSCZZQ,博时裕顺纯债债券,债券型-长债,BOSHIYUSHUNCHUNZHAIZHAIQUAN
2100,002812,BSYTDKZC,博时裕通定开债C,债券型-长债,BOSHIYUTONGDINGKAIZHAIC
2101,002813,BSYTHHA,博时颐泰混合A,混合型-偏债,BOSHIYITAIHUNHEA
2102,002814,BSYTHHC,博时颐泰混合C,混合型-偏债,BOSHIYITAIHUNHEC
2103,002817,ZSZHCZA,招商招恒纯债A,债券型-长债,ZHAOSHANGZHAOHENGCHUNZHAIA
2104,002818,ZSZHCZC,招商招恒纯债C,债券型-长债,ZHAOSHANGZHAOHENGCHUNZHAIC
2105,002819,ZSFMHHA,招商丰美混合A,混合型-灵活,ZHAOSHANGFENGMEIHUNHEA
2106,002820,ZSFMHHC,招商丰美混合C,混合型-灵活,ZHAOSHANGFENGMEIHUNHEC
2107,002825,RTTHZQ,融通通和债券,债券型-长债,RONGTONGTONGHEZHAIQUAN
2108,002826,ZYYLBNDKZ,中银永利半年定开债,债券型-长债,ZHONGYINYONGLIBANNIANDINGKAIZHAI
2109,002828,NFXJZLHBE,南方现金增利货币E,货币型,NANFANGXIANJINZENGLIHUOBIE
2110,002829,NFXJZLHBF,南方现金增利货币F,货币型,NANFANGXIANJINZENGLIHUOBIF
2111,002830,ZSHFDKZ,浙商惠丰定开债,债券型-长债,ZHESHANGHUIFENGDINGKAIZHAI
2112,002832,GYHXCZZQ,工银恒享纯债债券,债券型-长债,GONGYINHENGXIANGCHUNZHAIZHAIQUAN
2113,002833,HXXJXHHA,华夏新锦绣混合A,混合型-灵活,HUAXIAXINJINXIUHUNHEA
2114,002834,HXXJXHHC,华夏新锦绣混合C,混合型-灵活,HUAXIAXINJINXIUHUNHEC
2115,002837,HXWGJXHHA,华夏网购精选混合A,混合型-灵活,HUAXIAWANGGOUJINGXUANHUNHEA
2116,002838,HXXJCHHA,华夏新锦程混合A,混合型-灵活,HUAXIAXINJINCHENGHUNHEA
2117,002839,HXXJCHHC,华夏新锦程混合C,混合型-灵活,HUAXIAXINJINCHENGHUNHEC
2118,002844,JYDYCLHH,金鹰多元策略混合,混合型-灵活,JINYINGDUOYUANCELUEHUNHE
2119,002846,HDHHHH,泓德泓华混合,混合型-灵活,HONGDEHONGHUAHUNHE
2120,002847,THXJGJHBE,天弘现金管家货币E,货币型,TIANHONGXIANJINGUANJIAHUOBIE
2121,002849,JXZNZG2025HH,金信智能中国2025混合,混合型-灵活,JINXINZHINENGZHONGGUO2025HUNHE
2122,002851,NFPZYXLHPZHHA,南方品质优选灵活配置混合A,混合型-灵活,NANFANGPINZHIYOUXUANLINGHUOPEIZHIHUNHEA
2123,002852,ZSCFBJYXHBA,招商财富宝交易型货币A,货币型,ZHAOSHANGCAIFUBAOJIAOYIXINGHUOBIA
2124,002855,BSXJBHBC,博时现金宝货币C,货币型,BOSHIXIANJINBAOHUOBIC
2125,002858,CXFPCZYNDKZA,长信富平纯债一年定开债A,债券型-长债,CHANGXINFUPINGCHUNZHAIYINIANDINGKAIZHAIA
2126,002859,CXFPCZYNDKZC,长信富平纯债一年定开债C,债券型-长债,CHANGXINFUPINGCHUNZHAIYINIANDINGKAIZHAIC
2127,002860,QHKYHGSXJYHH,前海开源沪港深新机遇混合,混合型-灵活,QIANHAIKAIYUANHUGANGSHENXINJIYUHUNHE
2128,002861,GYZNZZGP,工银智能制造股票,股票型,GONGYINZHINENGZHIZAOGUPIAO
2129,002862,JXLHJXHH,金信量化精选混合,混合型-灵活,JINXINLIANGHUAJINGXUANHUNHE
2130,002863,JXSZCZHHFQS,金信深圳成长混合发起式,混合型-灵活,JINXINSHENZHENCHENGZHANGHUNHEFAQISHI
2131,002864,GFAZDZZQA,广发安泽短债债券A,债券型-中短债,GUANGFAANZEDUANZHAIZHAIQUANA
2132,002865,GFAZDZZQC,广发安泽短债债券C,债券型-中短债,GUANGFAANZEDUANZHAIZHAIQUANC
2133,002868,PHFMZQ,鹏华丰茂债券,债券型-长债,PENGHUAFENGMAOZHAIQUAN
2134,002869,RTTYDKZ,融通通裕定开债,债券型-长债,RONGTONGTONGYUDINGKAIZHAI
2135,002870,XYZYWNDKZ,兴业增益五年定开债,债券型-长债,XINGYEZENGYIWUNIANDINGKAIZHAI
2136,002871,HXZSJZCZA,华夏智胜价值成长A,股票型,HUAXIAZHISHENGJIAZHICHENGZHANGA
2137,002872,HXZSJZCZC,华夏智胜价值成长C,股票型,HUAXIAZHISHENGJIAZHICHENGZHANGC
2138,002877,HXDZHXYZA,华夏大中华信用债A,QDII,HUAXIADAZHONGHUAXINYONGZHAIA
2139,002878,HXDZHXYZMYXHA,华夏大中华信用债美元现汇A,QDII,HUAXIADAZHONGHUAXINYONGZHAIMEIYUANXIANHUIA
2140,002879,HXDZHXYZMYXCA,华夏大中华信用债美元现钞A,QDII,HUAXIADAZHONGHUAXINYONGZHAIMEIYUANXIANCHAOA
2141,002880,HXDZHXYZC,华夏大中华信用债C,QDII,HUAXIADAZHONGHUAXINYONGZHAIC
2142,002881,ZJFRCZZQA,中加丰润纯债债券A,债券型-长债,ZHONGJIAFENGRUNCHUNZHAIZHAIQUANA
2143,002882,ZJFRCZZQC,中加丰润纯债债券C,债券型-长债,ZHONGJIAFENGRUNCHUNZHAIZHAIQUANC
2144,002883,HRYDXJTHBA,华润元大现金通货币A,货币型,HUARUNYUANDAXIANJINTONGHUOBIA
2145,002884,HRYDXJTHBB,华润元大现金通货币B,货币型,HUARUNYUANDAXIANJINTONGHUOBIB
2146,002885,DMWZCXHHA,大摩万众创新混合A,混合型-灵活,DAMOWANZHONGCHUANGXINHUNHEA
2147,002889,JYTLBHBA,交银天利宝货币A,货币型,JIAOYINTIANLIBAOHUOBIA
2148,002890,JYTLBHBE,交银天利宝货币E,货币型,JIAOYINTIANLIBAOHUOBIE
2149,002891,HXYDHLHHRMB,华夏移动互联混合人民币,QDII,HUAXIAYIDONGHULIANHUNHERENMINBI
2150,002892,HXYDHLHHMYXH,华夏移动互联混合美元现汇,QDII,HUAXIAYIDONGHULIANHUNHEMEIYUANXIANHUI
2151,002893,HXYDHLHHMYXC,华夏移动互联混合美元现钞,QDII,HUAXIAYIDONGHULIANHUNHEMEIYUANXIANCHAO
2152,002894,HXTLHBA,华夏天利货币A,货币型,HUAXIATIANLIHUOBIA
2153,002895,HXTLHBB,华夏天利货币B,货币型,HUAXIATIANLIHUOBIB
2154,002898,FGLNQLCZQA,富国两年期理财债券A,债券型-长债,FUGUOLIANGNIANQILICAIZHAIQUANA
2155,002899,FGLNQLCZQC,富国两年期理财债券C,债券型-长债,FUGUOLIANGNIANQILICAIZHAIQUANC
2156,002900,NFZZ500XXJSLJA,南方中证500信息技术联接A,指数型-股票,NANFANGZHONGZHENG500XINXIJISHULIANJIEA
2157,002901,CTZGJJSYZQA,财通资管积极收益债券A,债券型-混合债,CAITONGZIGUANJIJISHOUYIZHAIQUANA
2158,002902,CTZGJJSYZQC,财通资管积极收益债券C,债券型-混合债,CAITONGZIGUANJIJISHOUYIZHAIQUANC
2159,002903,GFZZ500ETFLJC,广发中证500ETF联接C,指数型-股票,GUANGFAZHONGZHENG500ETFLIANJIEC
2160,002904,BSARYNDKFQSZQA,博时安仁一年定开发起式债券A,债券型-长债,BOSHIANRENYINIANDINGKAIFAQISHIZHAIQUANA
2161,002905,BSARYNDKFQSZQC,博时安仁一年定开发起式债券C,债券型-长债,BOSHIANRENYINIANDINGKAIFAQISHIZHAIQUANC
2162,002906,NFZZ500LHZQA,南方中证500量化增强A,指数型-股票,NANFANGZHONGZHENG500LIANGHUAZENGQIANGA
2163,002907,NFZZ500LHZQC,南方中证500量化增强C,指数型-股票,NANFANGZHONGZHENG500LIANGHUAZENGQIANGC
2164,002908,FGRLDKHHFQS,富国睿利定开混合发起式,混合型-偏债,FUGUORUILIDINGKAIHUNHEFAQISHI
2165,002909,ZSHXCZ,浙商惠享纯债,债券型-长债,ZHESHANGHUIXIANGCHUNZHAI
2166,002910,YFDGGGGHH,易方达供给改革混合,混合型-灵活,YIFANGDAGONGGEIGAIGEHUNHE
2167,002912,XYWTYHBA,兴业稳天盈货币A,货币型,XINGYEWENTIANYINGHUOBIA
2168,002915,XYYLZQ,鑫元裕利债券,债券型-长债,XINYUANYULIZHAIQUAN
2169,002917,JSHQBHBE,嘉实活钱包货币E,货币型,JIASHIHUOQIANBAOHUOBIE
2170,002918,JYXJBHBE,交银现金宝货币E,货币型,JIAOYINXIANJINBAOHUOBIE
2171,002919,DWZHYLLHHHA,东吴智慧医疗量化混合A,混合型-灵活,DONGWUZHIHUIYILIAOLIANGHUAHUNHEA
2172,002920,ZODZZQA,中欧短债债券A,债券型-中短债,ZHONGOUDUANZHAIZHAIQUANA
2173,002923,XYJHHHC,兴业聚惠混合C,混合型-偏债,XINGYEJUHUIHUNHEC
2174,002924,HSRXDKZ,华商瑞鑫定开债,债券型-混合债,HUASHANGRUIXINDINGKAIZHAI
2175,002925,GFJYZQA,广发集源债券A,债券型-混合债,GUANGFAJIYUANZHAIQUANA
2176,002926,GFJYZQC,广发集源债券C,债券型-混合债,GUANGFAJIYUANZHAIQUANC
2177,002927,CSSHCZA,长盛盛和纯债A,债券型-长债,CHANGSHENGSHENGHECHUNZHAIA
2178,002928,CSSHCZC,长盛盛和纯债C,债券型-长债,CHANGSHENGSHENGHECHUNZHAIC
2179,002929,BSJYCZZQ,博时聚盈纯债债券,债券型-长债,BOSHIJUYINGCHUNZHAIZHAIQUAN
2180,002930,BSJRCZZQ,博时聚润纯债债券,债券型-长债,BOSHIJURUNCHUNZHAIZHAIQUAN
2181,002932,YXYFQHSYA,圆信永丰强化收益A,债券型-混合债,YUANXINYONGFENGQIANGHUASHOUYIA
2182,002933,YXYFQHSYC,圆信永丰强化收益C,债券型-混合债,YUANXINYONGFENGQIANGHUASHOUYIC
2183,002934,TKHTHBHHA,泰康恒泰回报混合A,混合型-灵活,TAIKANGHENGTAIHUIBAOHUNHEA
2184,002935,TKHTHBHHC,泰康恒泰回报混合C,混合型-灵活,TAIKANGHENGTAIHUIBAOHUNHEC
2185,002936,HXWLHBA,华夏沃利货币A,货币型,HUAXIAWOLIHUOBIA
2186,002937,HXWLHBB,华夏沃利货币B,货币型,HUAXIAWOLIHUOBIB
2187,002938,ZYZQJKCYHH,中银证券健康产业混合,混合型-灵活,ZHONGYINZHENGQUANJIANKANGCHANYEHUNHE
2188,002939,GFCXSJHH,广发创新升级混合,混合型-灵活,GUANGFACHUANGXINSHENGJIHUNHE
2189,002943,GFDYZHH,广发多因子混合,混合型-灵活,GUANGFADUOYINZIHUNHE
2190,002945,DCSSJXLHPZHH,大成盛世精选灵活配置混合,混合型-灵活,DACHENGSHENGSHIJINGXUANLINGHUOPEIZHIHUNHE
2191,002946,DCJSYNDKZA,大成景盛一年定开债A,债券型-混合债,DACHENGJINGSHENGYINIANDINGKAIZHAIA
2192,002947,DCJSYNDKZC,大成景盛一年定开债C,债券型-混合债,DACHENGJINGSHENGYINIANDINGKAIZHAIC
2193,002952,JXDYZLHGP,建信多因子量化股票,股票型,JIANXINDUOYINZILIANGHUAGUPIAO
2194,002955,RTXQSLHPZHH,融通新趋势灵活配置混合,混合型-灵活,RONGTONGXINQUSHILINGHUOPEIZHIHUNHE
2195,002956,RTXQSLHPZHH,融通新趋势灵活配置混合(后端),混合型-灵活,RONGTONGXINQUSHILINGHUOPEIZHIHUNHE
2196,002957,CTCTBHBA,财通财通宝货币A,货币型,CAITONGCAITONGBAOHUOBIA
2197,002958,CTCTBHBB,财通财通宝货币B,货币型,CAITONGCAITONGBAOHUOBIB
2198,002959,HTFYTHH,汇添富盈泰混合,混合型-灵活,HUITIANFUYINGTAIHUNHE
2199,002960,BSHLHBB,博时合利货币B,货币型,BOSHIHELIHUOBIB
2200,002961,ZOSLZQA,中欧双利债券A,债券型-混合债,ZHONGOUSHUANGLIZHAIQUANA
2201,002962,ZOSLZQC,中欧双利债券C,债券型-混合债,ZHONGOUSHUANGLIZHAIQUANC
2202,002963,YFDHJETFLJC,易方达黄金ETF联接C,商品（不含QDII）,YIFANGDAHUANGJINETFLIANJIEC
2203,002964,GTRYSXDK,国投瑞银顺鑫定开,债券型-长债,GUOTOURUIYINSHUNXINDINGKAI
2204,002965,ZHHJZQSYZQA,中海合嘉增强收益债券A,债券型-混合债,ZHONGHAIHEJIAZENGQIANGSHOUYIZHAIQUANA
2205,002966,ZHHJZQSYZQC,中海合嘉增强收益债券C,债券型-混合债,ZHONGHAIHEJIAZENGQIANGSHOUYIZHAIQUANC
2206,002967,ZSDSJZXXFHHA,浙商大数据智选消费混合A,混合型-灵活,ZHESHANGDASHUJUZHIXUANXIAOFEIHUNHEA
2207,002969,YFDFHZQ,易方达丰和债券,债券型-混合债,YIFANGDAFENGHEZHAIQUAN
2208,002970,BSYACZZQ,博时裕昂纯债债券,债券型-长债,BOSHIYUANGCHUNZHAIZHAIQUAN
2209,002971,QHKYDAZQA,前海开源鼎安债券A,债券型-混合债,QIANHAIKAIYUANDINGANZHAIQUANA
2210,002972,QHKYDAZQC,前海开源鼎安债券C,债券型-混合债,QIANHAIKAIYUANDINGANZHAIQUANC
2211,002974,GFXXJSLJC,广发信息技术联接C,指数型-股票,GUANGFAXINXIJISHULIANJIEC
2212,002977,GFZZQZKXXFLJC,广发中证全指可选消费联接C,指数型-股票,GUANGFAZHONGZHENGQUANZHIKEXUANXIAOFEILIANJIEC
2213,002978,GFYYWSLJC,广发医药卫生联接C,指数型-股票,GUANGFAYIYAOWEISHENGLIANJIEC
2214,002979,GFZZQZJRDCLJC,广发中证全指金融地产联接C,指数型-股票,GUANGFAZHONGZHENGQUANZHIJINRONGDICHANLIANJIEC
2215,002980,HXCXQYGP,华夏创新前沿股票,股票型,HUAXIACHUANGXINQIANYANGUPIAO
2216,002982,GFYLZSC,广发养老指数C,指数型-股票,GUANGFAYANGLAOZHISHUC
2217,002983,CXGFJGLHHHA,长信国防军工量化混合A,混合型-灵活,CHANGXINGUOFANGJUNGONGLIANGHUAHUNHEA
2218,002984,GFZZHBETFLJC,广发中证环保ETF联接C,指数型-股票,GUANGFAZHONGZHENGHUANBAOETFLIANJIEC
2219,002985,ZYJJHDKZ,中银季季红定开债,债券型-长债,ZHONGYINJIJIHONGDINGKAIZHAI
2220,002986,TKFYZQ,泰康丰盈债券,债券型-混合债,TAIKANGFENGYINGZHAIQUAN
2221,002987,GFHS300ETFLJC,广发沪深300ETF联接C,指数型-股票,GUANGFAHUSHEN300ETFLIANJIEC
2222,002988,PADXZQ,平安鼎信债券,债券型-混合债,PINGANDINGXINZHAIQUAN
2223,002989,RTTQYJJXHH,融通通乾研究精选混合,混合型-灵活,RONGTONGTONGQIANYANJIUJINGXUANHUNHE
2224,002991,JSWXCZZQ,嘉实稳鑫纯债债券,债券型-长债,JIASHIWENXINCHUNZHAIZHAIQUAN
2225,002994,ZSZYCZA,招商招裕纯债A,债券型-长债,ZHAOSHANGZHAOYUCHUNZHAIA
2226,002995,ZSZYCZC,招商招裕纯债C,债券型-长债,ZHAOSHANGZHAOYUCHUNZHAIC
2227,002996,CXWJCZZQA,长信稳健纯债债券A,债券型-长债,CHANGXINWENJIANCHUNZHAIZHAIQUANA
2228,002997,GYRXCZZQ,工银瑞享纯债债券,债券型-长债,GONGYINRUIXIANGCHUNZHAIZHAIQUAN
2229,003002,GJJDZDZZQA,国金及第中短债债券A,债券型-中短债,GUOJINJIDIZHONGDUANZHAIZHAIQUANA
2230,003003,HXXJZLHBAE,华夏现金增利货币A/E,货币型,HUAXIAXIANJINZENGLIHUOBIAE
2231,003009,ZRYZZDZA,中融盈泽中短债A,债券型-中短债,ZHONGRONGYINGZEZHONGDUANZHAIA
2232,003010,ZRYZZDZC,中融盈泽中短债C,债券型-中短债,ZHONGRONGYINGZEZHONGDUANZHAIC
2233,003013,ZRHTCZA,中融恒泰纯债A,债券型-长债,ZHONGRONGHENGTAICHUNZHAIA
2234,003014,ZRHTCZC,中融恒泰纯债C,债券型-长债,ZHONGRONGHENGTAICHUNZHAIC
2235,003015,ZJHS300A,中金沪深300A,指数型-股票,ZHONGJINHUSHEN300A
2236,003016,ZJZZ500A,中金中证500A,指数型-股票,ZHONGJINZHONGZHENG500A
2237,003017,GFZZJGETFLJA,广发中证军工ETF联接A,指数型-股票,GUANGFAZHONGZHENGJUNGONGETFLIANJIEA
2238,003022,JXXJTYHBA,建信现金添益货币A,货币型,JIANXINXIANJINTIANYIHUOBIA
2239,003023,BSJFCZZQ,博时景发纯债债券,债券型-长债,BOSHIJINGFACHUNZHAIZHAIQUAN
2240,003024,PAHJDKZA,平安惠金定开债A,债券型-长债,PINGANHUIJINDINGKAIZHAIA
2241,003025,XHHLHBHH,新华红利回报混合,混合型-偏股,XINHUAHONGLIHUIBAOHUNHE
2242,003026,AXXJZHHA,安信新价值混合A,混合型-灵活,ANXINXINJIAZHIHUNHEA
2243,003027,AXXJZHHC,安信新价值混合C,混合型-灵活,ANXINXINJIAZHIHUNHEC
2244,003028,AXXYXHHA,安信新优选混合A,混合型-灵活,ANXINXINYOUXUANHUNHEA
2245,003029,AXXYXHHC,安信新优选混合C,混合型-灵活,ANXINXINYOUXUANHUNHEC
2246,003030,AXXMBHHA,安信新目标混合A,混合型-灵活,ANXINXINMUBIAOHUNHEA
2247,003031,AXXMBHHC,安信新目标混合C,混合型-灵活,ANXINXINMUBIAOHUNHEC
2248,003032,PAYLJKHH,平安医疗健康混合,混合型-灵活,PINGANYILIAOJIANKANGHUNHE
2249,003034,PAJYXHBA,平安交易型货币A,货币型,PINGANJIAOYIXINGHUOBIA
2250,003037,GFJRZQA,广发集瑞债券A,债券型-混合债,GUANGFAJIRUIZHAIQUANA
2251,003038,GFJRZQC,广发集瑞债券C,债券型-混合债,GUANGFAJIRUIZHAIQUANC
2252,003039,GFJFCZA,广发集富纯债A,债券型-长债,GUANGFAJIFUCHUNZHAIA
2253,003040,GFJFCZC,广发集富纯债C,债券型-长债,GUANGFAJIFUCHUNZHAIC
2254,003041,XYDLZQ,鑫元得利债券,债券型-长债,XINYUANDELIZHAIQUAN
2255,003042,JYHQTHBA,交银活期通货币A,货币型,JIAOYINHUOQITONGHUOBIA
2256,003043,JYHQTHBE,交银活期通货币E,货币型,JIAOYINHUOQITONGHUOBIE
2257,003044,DFHZLJXHHA,东方红战略精选混合A,混合型-偏债,DONGFANGHONGZHANLUEJINGXUANHUNHEA
2258,003045,DFHZLJXHHC,东方红战略精选混合C,混合型-偏债,DONGFANGHONGZHANLUEJINGXUANHUNHEC
2259,003050,NYHLJFYNDKZ,农银汇理金丰一年定开债,债券型-长债,NONGYINHUILIJINFENGYINIANDINGKAIZHAI
2260,003053,JSWTYLGPA,嘉实文体娱乐股票A,股票型,JIASHIWENTIYULEGUPIAOA
2261,003054,JSWTYLGPC,嘉实文体娱乐股票C,股票型,JIASHIWENTIYULEGUPIAOC
2262,003056,JSWZCZZQ,嘉实稳泽纯债债券,债券型-长债,JIASHIWENZECHUNZHAIZHAIQUAN
2263,003059,CXXLBNDKHHA,长信先利半年定开混合A,混合型-偏债,CHANGXINXIANLIBANNIANDINGKAIHUNHEA
2264,003062,YHTLHHA,银华通利混合A,混合型-灵活,YINHUATONGLIHUNHEA
2265,003063,YHTLHHC,银华通利混合C,混合型-灵活,YINHUATONGLIHUNHEC
2266,003065,GDZF18GYDKZA,光大尊富18个月定开债A,债券型-长债,GUANGDAZUNFU18GEYUEDINGKAIZHAIA
2267,003066,GDZF18GYDKZC,光大尊富18个月定开债C,债券型-长债,GUANGDAZUNFU18GEYUEDINGKAIZHAIC
2268,003069,GDCYBLHYXA,光大创业板量化优选A,股票型,GUANGDACHUANGYEBANLIANGHUAYOUXUANA
2269,003070,GDCYBLHYXC,光大创业板量化优选C,股票型,GUANGDACHUANGYEBANLIANGHUAYOUXUANC
2270,003071,ZRRXCZA,中融睿祥纯债A,债券型-长债,ZHONGRONGRUIXIANGCHUNZHAIA
2271,003072,ZRRXCZC,中融睿祥纯债C,债券型-长债,ZHONGRONGRUIXIANGCHUNZHAIC
2272,003073,TDHLHLZQA,泰达宏利汇利债券A,债券型-长债,TAIDAHONGLIHUILIZHAIQUANA
2273,003074,TDHLHLZQC,泰达宏利汇利债券C,债券型-长债,TAIDAHONGLIHUILIZHAIQUANC
2274,003075,ZRHBE,中融货币E,货币型,ZHONGRONGHUOBIE
2275,003078,TKAHCZZQA,泰康安惠纯债债券A,债券型-长债,TAIKANGANHUICHUNZHAIZHAIQUANA
2276,003081,ZR13NZGDJXYZA,中融1-3年中高等级信用债A,债券型-长债,ZHONGRONG13NIANZHONGGAODENGJIXINYONGZHAIA
2277,003082,ZR13NZGDJXYZC,中融1-3年中高等级信用债C,债券型-长债,ZHONGRONG13NIANZHONGGAODENGJIXINYONGZHAIC
2278,003092,HSFLZQDKZA,华商丰利增强定开债A,债券型-混合债,HUASHANGFENGLIZENGQIANGDINGKAIZHAIA
2279,003093,HSFLZQDKZC,华商丰利增强定开债C,债券型-混合债,HUASHANGFENGLIZENGQIANGDINGKAIZHAIC
