,0,1,2,3,4
14649,233011,DMZTYXHH,大摩主题优选混合,混合型-偏股,DAMOZHUTIYOUXUANHUNHE
14650,233012,DMDYSYZQA,大摩多元收益债券A,债券型-混合债,DAMODUOYUANSHOUYIZHAIQUANA
14651,233013,DMDYSYZQC,大摩多元收益债券C,债券型-混合债,DAMODUOYUANSHOUYIZHAIQUANC
14652,233015,DMLHPZHHA,大摩量化配置混合A,混合型-偏股,DAMOLIANGHUAPEIZHIHUNHEA
14653,240001,HBBKXFP,华宝宝康消费品,混合型-平衡,HUABAOBAOKANGXIAOFEIPIN
14654,240002,HBBKPZHH,华宝宝康配置混合,混合型-灵活,HUABAOBAOKANGPEIZHIHUNHE
14655,240003,HBBKZQA,华宝宝康债券A,债券型-混合债,HUABAOBAOKANGZHAIQUANA
14656,240004,HBDLZH,华宝动力组合,混合型-偏股,HUABAODONGLIZUHE
14657,240005,HBDCLZZA,华宝多策略增长A,混合型-偏股,HUABAODUOCELUEZENGZHANGA
14658,240006,HBXJBHBA,华宝现金宝货币A,货币型,HUABAOXIANJINBAOHUOBIA
14659,240007,HBXJBHBB,华宝现金宝货币B,货币型,HUABAOXIANJINBAOHUOBIB
14660,240008,HBSYZZHHA,华宝收益增长混合A,混合型-灵活,HUABAOSHOUYIZENGZHANGHUNHEA
14661,240009,HBXJCZHH,华宝先进成长混合,混合型-偏股,HUABAOXIANJINCHENGZHANGHUNHE
14662,240010,HBHYJXHH,华宝行业精选混合,混合型-偏股,HUABAOHANGYEJINGXUANHUNHE
14663,240011,HBDPJXHH,华宝大盘精选混合,混合型-偏股,HUABAODAPANJINGXUANHUNHE
14664,240012,HBZQSYZQA,华宝增强收益债券A,债券型-混合债,HUABAOZENGQIANGSHOUYIZHAIQUANA
14665,240013,HBZQSYZQB,华宝增强收益债券B,债券型-混合债,HUABAOZENGQIANGSHOUYIZHAIQUANB
14666,240014,HBZZ100ZSA,华宝中证100指数A,指数型-股票,HUABAOZHONGZHENG100ZHISHUA
14667,240015,HBZZ100ZSA,华宝中证100指数A(后端),指数型-股票,HUABAOZHONGZHENG100ZHISHUA
14668,240016,HBSZ180JZLJ,华宝上证180价值联接,指数型-股票,HUABAOSHANGZHENG180JIAZHILIANJIE
14669,240017,HBXXCYHH,华宝新兴产业混合,混合型-偏股,HUABAOXINXINGCHANYEHUNHE
14670,240018,HBKZZZQA,华宝可转债债券A,债券型-可转债,HUABAOKEZHUANZHAIZHAIQUANA
14671,240019,HBZZYHETFLJA,华宝中证银行ETF联接A,指数型-股票,HUABAOZHONGZHENGYINHANGETFLIANJIEA
14672,240020,HBYYSWHH,华宝医药生物混合,混合型-偏股,HUABAOYIYAOSHENGWUHUNHE
14673,240022,HBZYYXHHA,华宝资源优选混合A,混合型-偏股,HUABAOZIYUANYOUXUANHUNHEA
14674,241001,HBHWZGCZHH,华宝海外中国成长混合,QDII,HUABAOHAIWAIZHONGGUOCHENGZHANGHUNHE
14675,253010,GLAAXCZHH,国联安安心成长混合,混合型-偏债,GUOLIANANANXINCHENGZHANGHUNHE
14676,253020,GLAZLZQA,国联安增利债券A,债券型-混合债,GUOLIANANZENGLIZHAIQUANA
14677,253021,GLAZLZQB,国联安增利债券B,债券型-混合债,GUOLIANANZENGLIZHAIQUANB
14678,253050,GLAHBA,国联安货币A,货币型,GUOLIANANHUOBIA
14679,253051,GLAHBB,国联安货币B,货币型,GUOLIANANHUOBIB
14680,253060,GLAXXZZZQA,国联安信心增长债券A,债券型-混合债,GUOLIANANXINXINZENGZHANGZHAIQUANA
14681,253061,GLAXXZZZQB,国联安信心增长债券B,债券型-混合债,GUOLIANANXINXINZENGZHANGZHAIQUANB
14682,255010,GLAWJHH,国联安稳健混合,混合型-平衡,GUOLIANANWENJIANHUNHE
14683,257010,GLAXPJXHH,国联安小盘精选混合,混合型-偏股,GUOLIANANXIAOPANJINGXUANHUNHE
14684,257020,GLAJXHH,国联安精选混合,混合型-偏股,GUOLIANANJINGXUANHUNHE
14685,257021,GLAJXHH,国联安精选混合(后端),混合型-偏股,GUOLIANANJINGXUANHUNHE
14686,257030,GLAYSHH,国联安优势混合,混合型-偏股,GUOLIANANYOUSHIHUNHE
14687,257031,GLAYSHH,国联安优势混合(后端),混合型-偏股,GUOLIANANYOUSHIHUNHE
14688,257040,GLAHLHH,国联安红利混合,混合型-偏股,GUOLIANANHONGLIHUNHE
14689,257041,GLAHLHH,国联安红利混合(后端),混合型-偏股,GUOLIANANHONGLIHUNHE
14690,257050,GLAZTQDHH,国联安主题驱动混合,混合型-偏股,GUOLIANANZHUTIQUDONGHUNHE
14691,257060,GLASZSPETFLJA,国联安上证商品ETF联接A,指数型-股票,GUOLIANANSHANGZHENGSHANGPINETFLIANJIEA
14692,257070,GLAYXHYHH,国联安优选行业混合,混合型-偏股,GUOLIANANYOUXUANHANGYEHUNHE
14693,260101,JSCCYXHH,景顺长城优选混合,混合型-偏股,JINGSHUNCHANGCHENGYOUXUANHUNHE
14694,260102,JSHBA,景顺货币A,货币型,JINGSHUNHUOBIA
14695,260103,JSCCDLPHHH,景顺长城动力平衡混合,混合型-平衡,JINGSHUNCHANGCHENGDONGLIPINGHENGHUNHE
14696,260104,JSCCNXZZHH,景顺长城内需增长混合,混合型-偏股,JINGSHUNCHANGCHENGNEIXUZENGZHANGHUNHE
14697,260108,JSCCXXCZHH,景顺长城新兴成长混合,混合型-偏股,JINGSHUNCHANGCHENGXINXINGCHENGZHANGHUNHE
14698,260109,JSCCNXEHHH,景顺长城内需贰号混合,混合型-偏股,JINGSHUNCHANGCHENGNEIXUERHAOHUNHE
14699,260110,JSCCJXLCHH,景顺长城精选蓝筹混合,混合型-偏股,JINGSHUNCHANGCHENGJINGXUANLANCHOUHUNHE
14700,260111,JSCCGSZLHH,景顺长城公司治理混合,混合型-偏股,JINGSHUNCHANGCHENGGONGSIZHILIHUNHE
14701,260112,JSCCNYJJHH,景顺长城能源基建混合,混合型-偏股,JINGSHUNCHANGCHENGNENGYUANJIJIANHUNHE
14702,260115,JSCCZXPHH,景顺长城中小盘混合,混合型-偏股,JINGSHUNCHANGCHENGZHONGXIAOPANHUNHE
14703,260116,JSCCHXJZLHHA,景顺长城核心竞争力混合A,混合型-偏股,JINGSHUNCHANGCHENGHEXINJINGZHENGLIHUNHEA
14704,260117,JSCCZZCYHH,景顺长城支柱产业混合,混合型-偏股,JINGSHUNCHANGCHENGZHIZHUCHANYEHUNHE
14705,260202,JSHBB,景顺货币B,货币型,JINGSHUNHUOBIB
14706,261001,JSCCWDSYZQA,景顺长城稳定收益债券A,债券型-混合债,JINGSHUNCHANGCHENGWENDINGSHOUYIZHAIQUANA
14707,261002,JSCCYXZLZQA,景顺长城优信增利债券A,债券型-长债,JINGSHUNCHANGCHENGYOUXINZENGLIZHAIQUANA
14708,261101,JSCCWDSYZQC,景顺长城稳定收益债券C,债券型-混合债,JINGSHUNCHANGCHENGWENDINGSHOUYIZHAIQUANC
14709,261102,JSCCYXZLZQC,景顺长城优信增利债券C,债券型-长债,JINGSHUNCHANGCHENGYOUXINZENGLIZHAIQUANC
14710,262001,JSCCDZHHHQDIIRMB,景顺长城大中华混合(QDII)人民币,QDII,JINGSHUNCHANGCHENGDAZHONGHUAHUNHEQDIIRENMINBI
14711,270001,GFJFHH,广发聚富混合,混合型-平衡,GUANGFAJUFUHUNHE
14712,270002,GFWJZZHHA,广发稳健增长混合A,混合型-平衡,GUANGFAWENJIANZENGZHANGHUNHEA
14713,270004,GFHBA,广发货币A,货币型,GUANGFAHUOBIA
14714,270005,GFJFHHA,广发聚丰混合A,混合型-偏股,GUANGFAJUFENGHUNHEA
14715,270006,GFCLYXHH,广发策略优选混合,混合型-偏股,GUANGFACELUEYOUXUANHUNHE
14716,270007,GFDPCZHH,广发大盘成长混合,混合型-偏股,GUANGFADAPANCHENGZHANGHUNHE
14717,270008,GFHXJXHH,广发核心精选混合,混合型-偏股,GUANGFAHEXINJINGXUANHUNHE
14718,270009,GFZQZQC,广发增强债券C,债券型-混合债,GUANGFAZENGQIANGZHAIQUANC
14719,270010,GFHS300ETFLJA,广发沪深300ETF联接A,指数型-股票,GUANGFAHUSHEN300ETFLIANJIEA
14720,270011,GFJFHH,广发聚富混合(后端),混合型-平衡,GUANGFAJUFUHUNHE
14721,270012,GFWJZZHHA,广发稳健增长混合A(后端),混合型-平衡,GUANGFAWENJIANZENGZHANGHUNHEA
14722,270014,GFHBB,广发货币B,货币型,GUANGFAHUOBIB
14723,270015,GFJFHHA,广发聚丰混合A(后端),混合型-偏股,GUANGFAJUFENGHUNHEA
14724,270016,GFCLYXHH,广发策略优选混合(后端),混合型-偏股,GUANGFACELUEYOUXUANHUNHE
14725,270017,GFDPCZHH,广发大盘成长混合(后端),混合型-偏股,GUANGFADAPANCHENGZHANGHUNHE
14726,270020,GFHS300ETFLJA,广发沪深300ETF联接A(后端),指数型-股票,GUANGFAHUSHEN300ETFLIANJIEA
14727,270021,GFJRHHA,广发聚瑞混合A,混合型-偏股,GUANGFAJURUIHUNHEA
14728,270022,GFNXZZHHA,广发内需增长混合A,混合型-灵活,GUANGFANEIXUZENGZHANGHUNHEA
14729,270023,GFQQJXGPQDII,广发全球精选股票(QDII),QDII,GUANGFAQUANQIUJINGXUANGUPIAOQDII
14730,270025,GFHYLXHHA,广发行业领先混合A,混合型-偏股,GUANGFAHANGYELINGXIANHUNHEA
14731,270026,GFZXQY300ETFLJA,广发中小企业300ETF联接A,指数型-股票,GUANGFAZHONGXIAOQIYE300ETFLIANJIEA
14732,270028,GFZZYJXHHA,广发制造业精选混合A,混合型-偏股,GUANGFAZHIZAOYEJINGXUANHUNHEA
14733,270029,GFJCXYZQA,广发聚财信用债券A,债券型-混合债,GUANGFAJUCAIXINYONGZHAIQUANA
14734,270030,GFJCXYZQB,广发聚财信用债券B,债券型-混合债,GUANGFAJUCAIXINYONGZHAIQUANB
14735,270036,GFZXQY300ETFLJA,广发中小企业300ETF联接A(后端),指数型-股票,GUANGFAZHONGXIAOQIYE300ETFLIANJIEA
14736,270041,GFXFPJXHHA,广发消费品精选混合A,混合型-偏股,GUANGFAXIAOFEIPINJINGXUANHUNHEA
14737,270042,GFNZ100ETFLJRMBQDIIA,广发纳指100ETF联接人民币(QDII)A,QDII,GUANGFANAZHI100ETFLIANJIERENMINBIQDIIA
14738,270043,GFLCNNHZQ,广发理财年年红债券,债券型-长债,GUANGFALICAINIANNIANHONGZHAIQUAN
14739,270044,GFSZTLZQA,广发双债添利债券A,债券型-长债,GUANGFASHUANGZHAITIANLIZHAIQUANA
14740,270045,GFSZTLZQC,广发双债添利债券C,债券型-长债,GUANGFASHUANGZHAITIANLIZHAIQUANC
14741,270046,GFJRCZ,广发景荣纯债,债券型-长债,GUANGFAJINGRONGCHUNZHAI
14742,270048,GFCZZQA,广发纯债债券A,债券型-长债,GUANGFACHUNZHAIZHAIQUANA
14743,270049,GFCZZQC,广发纯债债券C,债券型-长债,GUANGFACHUNZHAIZHAIQUANC
14744,270050,GFXJJHHA,广发新经济混合A,混合型-偏股,GUANGFAXINJINGJIHUNHEA
14745,288001,HXJDHH,华夏经典混合,混合型-平衡,HUAXIAJINGDIANHUNHE
14746,288002,HXSRHH,华夏收入混合,混合型-偏股,HUAXIASHOURUHUNHE
14747,288101,HXHBA,华夏货币A,货币型,HUAXIAHUOBIA
14748,288102,HXWDSLZQC,华夏稳定双利债券C,债券型-混合债,HUAXIAWENDINGSHUANGLIZHAIQUANC
14749,288201,HXHBB,华夏货币B,货币型,HUAXIAHUOBIB
14750,290001,TXTTSYHBA,泰信天天收益货币A,货币型,TAIXINTIANTIANSHOUYIHUOBIA
14751,290002,TXXXCLHH,泰信先行策略混合,混合型-灵活,TAIXINXIANXINGCELUEHUNHE
14752,290003,TXSXSLZQ,泰信双息双利债券,债券型-混合债,TAIXINSHUANGXISHUANGLIZHAIQUAN
14753,290004,TXYZSHHH,泰信优质生活混合,混合型-偏股,TAIXINYOUZHISHENGHUOHUNHE
14754,290005,TXYSZZHH,泰信优势增长混合,混合型-灵活,TAIXINYOUSHIZENGZHANGHUNHE
14755,290006,TXLCJXHH,泰信蓝筹精选混合,混合型-偏股,TAIXINLANCHOUJINGXUANHUNHE
14756,290007,TXZQZQSYA,泰信债券增强收益A,债券型-混合债,TAIXINZHAIQUANZENGQIANGSHOUYIA
14757,290008,TXFZZTHH,泰信发展主题混合,混合型-偏股,TAIXINFAZHANZHUTIHUNHE
14758,290009,TXZQHBZQ,泰信周期回报债券,债券型-混合债,TAIXINZHOUQIHUIBAOZHAIQUAN
14759,290010,TXZZ200ZS,泰信中证200指数,指数型-股票,TAIXINZHONGZHENG200ZHISHU
14760,290011,TXZXPJXHH,泰信中小盘精选混合,混合型-偏股,TAIXINZHONGXIAOPANJINGXUANHUNHE
14761,290012,TXHYJXHHA,泰信行业精选混合A,混合型-灵活,TAIXINHANGYEJINGXUANHUNHEA
14762,290014,TXXDFWYHH,泰信现代服务业混合,混合型-偏股,TAIXINXIANDAIFUWUYEHUNHE
14763,291007,TXZQZQSYC,泰信债券增强收益C,债券型-混合债,TAIXINZHAIQUANZENGQIANGSHOUYIC
14764,310308,SWLXSLJXHH,申万菱信盛利精选混合,混合型-平衡,SHENWANLINGXINSHENGLIJINGXUANHUNHE
14765,310318,SWLXHS300ZSZQA,申万菱信沪深300指数增强A,指数型-股票,SHENWANLINGXINHUSHEN300ZHISHUZENGQIANGA
14766,310328,SWLXXDLHH,申万菱信新动力混合,混合型-偏股,SHENWANLINGXINXINDONGLIHUNHE
14767,310338,SWLXSYBHBA,申万菱信收益宝货币A,货币型,SHENWANLINGXINSHOUYIBAOHUOBIA
14768,310339,SWLXSYBHBB,申万菱信收益宝货币B,货币型,SHENWANLINGXINSHOUYIBAOHUOBIB
14769,310358,SWLXXJJHH,申万菱信新经济混合,混合型-偏股,SHENWANLINGXINXINJINGJIHUNHE
14770,310368,SWLXJZYSHHA,申万菱信竞争优势混合A,混合型-偏股,SHENWANLINGXINJINGZHENGYOUSHIHUNHEA
14771,310388,SWLXXFZZHHA,申万菱信消费增长混合A,混合型-偏股,SHENWANLINGXINXIAOFEIZENGZHANGHUNHEA
14772,310398,SWLXHS300JZZSA,申万菱信沪深300价值指数A,指数型-股票,SHENWANLINGXINHUSHEN300JIAZHIZHISHUA
14773,310508,SWLXWYBZQA,申万菱信稳益宝债券A,债券型-混合债,SHENWANLINGXINWENYIBAOZHAIQUANA
14774,310518,SWLXKZZZQA,申万菱信可转债债券A,债券型-可转债,SHENWANLINGXINKEZHUANZHAIZHAIQUANA
14775,320001,NAPHHH,诺安平衡混合,混合型-平衡,NUOANPINGHENGHUNHE
14776,320002,NAHBA,诺安货币A,货币型,NUOANHUOBIA
14777,320003,NAXFHHA,诺安先锋混合A,混合型-偏股,NUOANXIANFENGHUNHEA
14778,320004,NAYHSYZQ,诺安优化收益债券,债券型-混合债,NUOANYOUHUASHOUYIZHAIQUAN
14779,320005,NAJZZZHH,诺安价值增长混合,混合型-偏股,NUOANJIAZHIZENGZHANGHUNHE
14780,320006,NALHPZHH,诺安灵活配置混合,混合型-灵活,NUOANLINGHUOPEIZHIHUNHE
14781,320007,NACZHH,诺安成长混合,混合型-偏股,NUOANCHENGZHANGHUNHE
14782,320008,NAZLZQA,诺安增利债券A,债券型-混合债,NUOANZENGLIZHAIQUANA
14783,320009,NAZLZQB,诺安增利债券B,债券型-混合债,NUOANZENGLIZHAIQUANB
14784,320010,NAZZ100ZSA,诺安中证100指数A,指数型-股票,NUOANZHONGZHENG100ZHISHUA
14785,320011,NAZXPJXHH,诺安中小盘精选混合,混合型-偏股,NUOANZHONGXIAOPANJINGXUANHUNHE
14786,320012,NAZTJXHH,诺安主题精选混合,混合型-偏股,NUOANZHUTIJINGXUANHUNHE
14787,320013,NAQQHJ,诺安全球黄金,QDII,NUOANQUANQIUHUANGJIN
14788,320014,NAHS300ZSZQA,诺安沪深300指数增强A,指数型-股票,NUOANHUSHEN300ZHISHUZENGQIANGA
14789,320015,NAHYLDHH,诺安行业轮动混合,混合型-偏股,NUOANHANGYELUNDONGHUNHE
14790,320016,NADCLHH,诺安多策略混合,混合型-偏股,NUOANDUOCELUEHUNHE
14791,320017,NAQQSYBDC,诺安全球收益不动产,QDII,NUOANQUANQIUSHOUYIBUDONGCHAN
14792,320018,NAXDLLHPZHHA,诺安新动力灵活配置混合A,混合型-灵活,NUOANXINDONGLILINGHUOPEIZHIHUNHEA
14793,320019,NAHBB,诺安货币B,货币型,NUOANHUOBIB
14794,320020,NACLJXGP,诺安策略精选股票,股票型,NUOANCELUEJINGXUANGUPIAO
14795,320021,NASLZQFQ,诺安双利债券发起,债券型-混合债,NUOANSHUANGLIZHAIQUANFAQI
14796,320022,NAYJJXGP,诺安研究精选股票,股票型,NUOANYANJIUJINGXUANGUPIAO
14797,340001,XQKZZHH,兴全可转债混合,混合型-偏债,XINGQUANKEZHUANZHAIHUNHE
14798,340005,XQHBA,兴全货币A,货币型,XINGQUANHUOBIA
14799,340006,XQQQSYGP,兴全全球视野股票,股票型,XINGQUANQUANQIUSHIYEGUPIAO
14800,340007,XQSHZRHH,兴全社会责任混合,混合型-偏股,XINGQUANSHEHUIZERENHUNHE
14801,340008,XQYJZZHH,兴全有机增长混合,混合型-灵活,XINGQUANYOUJIZENGZHANGHUNHE
14802,340009,XQPWZLZQA,兴全磐稳增利债券A,债券型-混合债,XINGQUANPANWENZENGLIZHAIQUANA
14803,350001,TZCFZZHH,天治财富增长混合,混合型-平衡,TIANZHICAIFUZENGZHANGHUNHE
14804,350002,TZDTJJHH,天治低碳经济混合,混合型-灵活,TIANZHIDITANJINGJIHUNHE
14805,350004,TZTDLHBA,天治天得利货币A,货币型,TIANZHITIANDELIHUOBIA
14806,350005,TZZGZZ2025,天治中国制造2025,混合型-灵活,TIANZHIZHONGGUOZHIZAO2025
14807,350006,TZWJSYZQ,天治稳健双盈债券,债券型-混合债,TIANZHIWENJIANSHUANGYINGZHAIQUAN
14808,350007,TZQSJXHH,天治趋势精选混合,混合型-灵活,TIANZHIQUSHIJINGXUANHUNHE
14809,350008,TZXXFHH,天治新消费混合,混合型-灵活,TIANZHIXINXIAOFEIHUNHE
14810,350009,TZYJQDHHA,天治研究驱动混合A,混合型-灵活,TIANZHIYANJIUQUDONGHUNHEA
14811,360001,GDLHGP,光大量化股票,股票型,GUANGDALIANGHUAGUPIAO
14812,360003,GDHBA,光大货币A,货币型,GUANGDAHUOBIA
14813,360005,GDHLHH,光大红利混合,混合型-偏股,GUANGDAHONGLIHUNHE
14814,360006,GDXZZHH,光大新增长混合,混合型-偏股,GUANGDAXINZENGZHANGHUNHE
14815,360007,GDYSPZHH,光大优势配置混合,混合型-偏股,GUANGDAYOUSHIPEIZHIHUNHE
14816,360008,GDZLSYZQA,光大增利收益债券A,债券型-混合债,GUANGDAZENGLISHOUYIZHAIQUANA
14817,360009,GDZLSYZQC,光大增利收益债券C,债券型-混合债,GUANGDAZENGLISHOUYIZHAIQUANC
14818,360010,GDJHJXHH,光大均衡精选混合,混合型-偏股,GUANGDAJUNHENGJINGXUANHUNHE
14819,360011,GDDTYXHH,光大动态优选混合,混合型-灵活,GUANGDADONGTAIYOUXUANHUNHE
14820,360012,GDZXPHH,光大中小盘混合,混合型-偏股,GUANGDAZHONGXIAOPANHUNHE
14821,360013,GDXYTYZQA,光大信用添益债券A,债券型-混合债,GUANGDAXINYONGTIANYIZHAIQUANA
14822,360014,GDXYTYZQC,光大信用添益债券C,债券型-混合债,GUANGDAXINYONGTIANYIZHAIQUANC
14823,360016,GDHYLDHH,光大行业轮动混合,混合型-偏股,GUANGDAHANGYELUNDONGHUNHE
14824,360019,GDTTYWNDKZ,光大添天盈五年定开债,债券型-长债,GUANGDATIANTIANYINGWUNIANDINGKAIZHAI
14825,370010,STMGHBA,上投摩根货币A,货币型,SHANGTOUMOGENHUOBIA
14826,370011,STMGHBB,上投摩根货币B,货币型,SHANGTOUMOGENHUOBIB
14827,370023,STMGZZXFFWZS,上投摩根中证消费服务指数,指数型-股票,SHANGTOUMOGENZHONGZHENGXIAOFEIFUWUZHISHU
14828,370024,STMGHXYXHHA,上投摩根核心优选混合A,混合型-偏股,SHANGTOUMOGENHEXINYOUXUANHUNHEA
14829,370027,STMGZX30HH,上投摩根智选30混合,混合型-偏股,SHANGTOUMOGENZHIXUAN30HUNHE
14830,371020,STMGCZZQA,上投摩根纯债债券A,债券型-长债,SHANGTOUMOGENCHUNZHAIZHAIQUANA
14831,371120,STMGCZZQB,上投摩根纯债债券B,债券型-长债,SHANGTOUMOGENCHUNZHAIZHAIQUANB
14832,372010,STMGQHHBZQA,上投摩根强化回报债券A,债券型-混合债,SHANGTOUMOGENQIANGHUAHUIBAOZHAIQUANA
14833,372110,STMGQHHBZQB,上投摩根强化回报债券B,债券型-混合债,SHANGTOUMOGENQIANGHUAHUIBAOZHAIQUANB
14834,373010,STMGSXPHHHA,上投摩根双息平衡混合A,混合型-平衡,SHANGTOUMOGENSHUANGXIPINGHENGHUNHEA
14835,373020,STMGSHPHHHA,上投摩根双核平衡混合A,混合型-平衡,SHANGTOUMOGENSHUANGHEPINGHENGHUNHEA
14836,375010,STMGZGYSHHA,上投摩根中国优势混合A,混合型-偏股,SHANGTOUMOGENZHONGGUOYOUSHIHUNHEA
14837,376510,STMGDPLCGP,上投摩根大盘蓝筹股票,股票型,SHANGTOUMOGENDAPANLANCHOUGUPIAO
14838,377010,STMGAEFHHA,上投摩根阿尔法混合A,混合型-偏股,SHANGTOUMOGENAERFAHUNHEA
14839,377016,STMGYTYSHH,上投摩根亚太优势混合,QDII,SHANGTOUMOGENYATAIYOUSHIHUNHE
14840,377020,STMGNXDLHH,上投摩根内需动力混合,混合型-偏股,SHANGTOUMOGENNEIXUDONGLIHUNHE
14841,377150,STMGJKPZSHHHA,上投摩根健康品质生活混合A,混合型-偏股,SHANGTOUMOGENJIANKANGPINZHISHENGHUOHUNHEA
14842,377240,STMGXXDLHHA,上投摩根新兴动力混合A,混合型-偏股,SHANGTOUMOGENXINXINGDONGLIHUNHEA
14843,377530,STMGHYLDHHA,上投摩根行业轮动混合A,混合型-偏股,SHANGTOUMOGENHANGYELUNDONGHUNHEA
14844,378006,STMGQQXXSCHH,上投摩根全球新兴市场混合,QDII,SHANGTOUMOGENQUANQIUXINXINGSHICHANGHUNHE
14845,378010,STMGCZXFHHA,上投摩根成长先锋混合A,混合型-偏股,SHANGTOUMOGENCHENGZHANGXIANFENGHUNHEA
14846,378546,STMGQQTRZYHH,上投摩根全球天然资源混合,QDII,SHANGTOUMOGENQUANQIUTIANRANZIYUANHUNHE
14847,379010,STMGZXPHH,上投摩根中小盘混合,混合型-偏股,SHANGTOUMOGENZHONGXIAOPANHUNHE
14848,380005,ZYCZZQA,中银纯债债券A,债券型-长债,ZHONGYINCHUNZHAIZHAIQUANA
14849,380006,ZYCZZQC,中银纯债债券C,债券型-长债,ZHONGYINCHUNZHAIZHAIQUANC
14850,380009,ZYTLZQFQA,中银添利债券发起A,债券型-混合债,ZHONGYINTIANLIZHAIQUANFAQIA
14851,380010,ZYJXZQA,中银聚享债券A,债券型-长债,ZHONGYINJUXIANGZHAIQUANA
14852,380011,ZYJXZQB,中银聚享债券B,债券型-长债,ZHONGYINJUXIANGZHAIQUANB
14853,392001,ZHHBA,中海货币A,货币型,ZHONGHAIHUOBIA
14854,392002,ZHHBB,中海货币B,货币型,ZHONGHAIHUOBIB
14855,393001,ZHYSJXLHPZHH,中海优势精选灵活配置混合,混合型-灵活,ZHONGHAIYOUSHIJINGXUANLINGHUOPEIZHIHUNHE
14856,395001,ZHWJSYZQ,中海稳健收益债券,债券型-混合债,ZHONGHAIWENJIANSHOUYIZHAIQUAN
14857,395011,ZHZQSYZQA,中海增强收益债券A,债券型-混合债,ZHONGHAIZENGQIANGSHOUYIZHAIQUANA
14858,395012,ZHZQSYZQC,中海增强收益债券C,债券型-混合债,ZHONGHAIZENGQIANGSHOUYIZHAIQUANC
14859,398001,ZHYZCZHH,中海优质成长混合,混合型-偏股,ZHONGHAIYOUZHICHENGZHANGHUNHE
14860,398002,ZHYZCZHH,中海优质成长混合(后端),混合型-偏股,ZHONGHAIYOUZHICHENGZHANGHUNHE
14861,398011,ZHFHZLHH,中海分红增利混合,混合型-偏股,ZHONGHAIFENHONGZENGLIHUNHE
14862,398012,ZHFHZLHH,中海分红增利混合(后端),混合型-偏股,ZHONGHAIFENHONGZENGLIHUNHE
14863,398021,ZHNYCLHH,中海能源策略混合,混合型-偏股,ZHONGHAINENGYUANCELUEHUNHE
14864,398031,ZHLCHH,中海蓝筹混合,混合型-灵活,ZHONGHAILANCHOUHUNHE
14865,398041,ZHLHCLHH,中海量化策略混合,混合型-偏股,ZHONGHAILIANGHUACELUEHUNHE
14866,398051,ZHHBXNYHH,中海环保新能源混合,混合型-灵活,ZHONGHAIHUANBAOXINNENGYUANHUNHE
14867,398061,ZHXFHH,中海消费混合,混合型-偏股,ZHONGHAIXIAOFEIHUNHE
14868,399001,ZHSZ50ZSZQ,中海上证50指数增强,指数型-股票,ZHONGHAISHANGZHENG50ZHISHUZENGQIANG
14869,399011,ZHYLBJZTGP,中海医疗保健主题股票,股票型,ZHONGHAIYILIAOBAOJIANZHUTIGUPIAO
14870,400001,DFLHH,东方龙混合,混合型-偏股,DONGFANGLONGHUNHE
14871,400003,DFJXHH,东方精选混合,混合型-偏股,DONGFANGJINGXUANHUNHE
14872,400004,DFJXHH,东方精选混合(后端),混合型-偏股,DONGFANGJINGXUANHUNHE
14873,400005,DFJZBHBA,东方金账簿货币A,货币型,DONGFANGJINZHANGBUHUOBIA
14874,400006,DFJZBHBB,东方金账簿货币B,货币型,DONGFANGJINZHANGBUHUOBIB
14875,400007,DFCLCZHH,东方策略成长混合,混合型-偏股,DONGFANGCELUECHENGZHANGHUNHE
14876,400008,DFCLCZHH,东方策略成长混合(后端),混合型-偏股,DONGFANGCELUECHENGZHANGHUNHE
14877,400009,DFWJHBZQA,东方稳健回报债券A,债券型-混合债,DONGFANGWENJIANHUIBAOZHAIQUANA
14878,400011,DFHXDLHHA,东方核心动力混合A,混合型-偏股,DONGFANGHEXINDONGLIHUNHEA
14879,400012,DFHXDLHHA,东方核心动力混合A(后端),混合型-偏股,DONGFANGHEXINDONGLIHUNHEA
14880,400013,DFCZSYLHPZHHA,东方成长收益灵活配置混合A,混合型-灵活,DONGFANGCHENGZHANGSHOUYILINGHUOPEIZHIHUNHEA
14881,400015,DFXNYQCHH,东方新能源汽车混合,混合型-偏股,DONGFANGXINNENGYUANQICHEHUNHE
14882,400016,DFQHSYZQ,东方强化收益债券,债券型-混合债,DONGFANGQIANGHUASHOUYIZHAIQUAN
14883,400020,DFCZHBPHHH,东方成长回报平衡混合,混合型-平衡,DONGFANGCHENGZHANGHUIBAOPINGHENGHUNHE
14884,400023,DFDCLLHPZHHA,东方多策略灵活配置混合A,混合型-灵活,DONGFANGDUOCELUELINGHUOPEIZHIHUNHEA
14885,400025,DFXXCZHH,东方新兴成长混合,混合型-偏股,DONGFANGXINXINGCHENGZHANGHUNHE
14886,400027,DFSZTLZQA,东方双债添利债券A,债券型-混合债,DONGFANGSHUANGZHAITIANLIZHAIQUANA
14887,400029,DFSZTLZQC,东方双债添利债券C,债券型-混合债,DONGFANGSHUANGZHAITIANLIZHAIQUANC
14888,400030,DFTYZQ,东方添益债券,债券型-长债,DONGFANGTIANYIZHAIQUAN
14889,400032,DFZTJXHH,东方主题精选混合,混合型-偏股,DONGFANGZHUTIJINGXUANHUNHE
14890,410001,HFJZLYXHH,华富竞争力优选混合,混合型-偏股,HUAFUJINGZHENGLIYOUXUANHUNHE
