,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
1004,2019-09-03,1.8263,1.9044,-0.46,开放申购,开放赎回,nan
1005,2019-09-04,1.8111,1.8892,-0.83,开放申购,开放赎回,nan
1006,2019-09-05,1.8202,1.8983,0.5,开放申购,开放赎回,nan
1007,2019-09-06,1.8212,1.8993,0.05,开放申购,开放赎回,nan
1008,2019-09-09,1.8255,1.9036,0.24,开放申购,开放赎回,nan
1009,2019-09-10,1.825,1.9031,-0.03,开放申购,开放赎回,nan
1010,2019-09-11,1.7714,1.8495,-2.94,开放申购,开放赎回,nan
1011,2019-09-12,1.7896,1.8677,1.03,开放申购,开放赎回,nan
1012,2019-09-16,1.784,1.8621,-0.31,开放申购,开放赎回,nan
1013,2019-09-17,1.7708,1.8489,-0.74,开放申购,开放赎回,nan
1014,2019-09-18,1.8147,1.8928,2.48,开放申购,开放赎回,nan
1015,2019-09-19,1.8097,1.8878,-0.28,开放申购,开放赎回,nan
1016,2019-09-20,1.8209,1.899,0.62,开放申购,开放赎回,nan
1017,2019-09-23,1.7989,1.877,-1.21,开放申购,开放赎回,nan
1018,2019-09-24,1.8199,1.898,1.17,开放申购,开放赎回,nan
1019,2019-09-25,1.8117,1.8898,-0.45,开放申购,开放赎回,nan
1020,2019-09-26,1.7926,1.8707,-1.05,开放申购,开放赎回,nan
1021,2019-09-27,1.7903,1.8684,-0.13,开放申购,开放赎回,nan
1022,2019-09-30,1.7754,1.8535,-0.83,开放申购,开放赎回,nan
1023,2019-10-08,1.7866,1.8647,0.63,开放申购,开放赎回,nan
1024,2019-10-09,1.7767,1.8548,-0.55,开放申购,开放赎回,nan
1025,2019-10-10,1.783,1.8611,0.35,开放申购,开放赎回,nan
1026,2019-10-11,1.7884,1.8665,0.3,开放申购,开放赎回,nan
1027,2019-10-14,1.7957,1.8738,0.41,开放申购,开放赎回,nan
1028,2019-10-15,1.8092,1.8873,0.75,开放申购,开放赎回,nan
1029,2019-10-16,1.7862,1.8643,-1.27,开放申购,开放赎回,nan
1030,2019-10-17,1.7884,1.8665,0.12,开放申购,开放赎回,nan
1031,2019-10-18,1.7707,1.8488,-0.99,开放申购,开放赎回,nan
1032,2019-10-21,1.7697,1.8478,-0.06,开放申购,开放赎回,nan
1033,2019-10-22,1.781,1.8591,0.64,开放申购,开放赎回,nan
1034,2019-10-23,1.7623,1.8404,-1.05,开放申购,开放赎回,nan
1035,2019-10-24,1.7368,1.8149,-1.45,开放申购,开放赎回,nan
1036,2019-10-25,1.7617,1.8398,1.43,开放申购,开放赎回,nan
1037,2019-10-28,1.7855,1.8636,1.35,开放申购,开放赎回,nan
1038,2019-10-29,1.8051,1.8832,1.1,开放申购,开放赎回,nan
1039,2019-10-30,1.7917,1.8698,-0.74,开放申购,开放赎回,nan
1040,2019-10-31,1.8018,1.8799,0.56,开放申购,开放赎回,nan
1041,2019-11-01,1.8191,1.8972,0.96,开放申购,开放赎回,nan
1042,2019-11-04,1.8324,1.9105,0.73,开放申购,开放赎回,nan
1043,2019-11-05,1.8451,1.9232,0.69,开放申购,开放赎回,nan
1044,2019-11-06,1.8276,1.9057,-0.95,开放申购,开放赎回,nan
1045,2019-11-07,1.8362,1.9143,0.47,开放申购,开放赎回,nan
1046,2019-11-08,1.843,1.9211,0.37,开放申购,开放赎回,nan
1047,2019-11-11,1.8198,1.8979,-1.26,开放申购,开放赎回,nan
1048,2019-11-12,1.8277,1.9058,0.43,开放申购,开放赎回,nan
1049,2019-11-13,1.8412,1.9193,0.74,开放申购,开放赎回,nan
1050,2019-11-14,1.8492,1.9273,0.43,开放申购,开放赎回,nan
1051,2019-11-15,1.8383,1.9164,-0.59,开放申购,开放赎回,nan
1052,2019-11-18,1.8433,1.9214,0.27,开放申购,开放赎回,nan
1053,2019-11-19,1.8581,1.9362,0.8,开放申购,开放赎回,nan
1054,2019-11-20,1.8604,1.9385,0.12,开放申购,开放赎回,nan
1055,2019-11-21,1.8525,1.9306,-0.42,开放申购,开放赎回,nan
1056,2019-11-22,1.8121,1.8902,-2.18,开放申购,开放赎回,nan
1057,2019-11-25,1.8075,1.8856,-0.25,开放申购,开放赎回,nan
1058,2019-11-26,1.8221,1.9002,0.81,开放申购,开放赎回,nan
1059,2019-11-27,1.8206,1.8987,-0.08,开放申购,开放赎回,nan
1060,2019-11-28,1.8126,1.8907,-0.44,开放申购,开放赎回,nan
1061,2019-11-29,1.7795,1.8576,-1.83,开放申购,开放赎回,nan
1062,2019-12-02,1.7794,1.8575,-0.01,开放申购,开放赎回,nan
1063,2019-12-03,1.7785,1.8566,-0.05,开放申购,开放赎回,nan
1064,2019-12-04,1.7788,1.8569,0.02,开放申购,开放赎回,nan
1065,2019-12-05,1.7841,1.8622,0.3,开放申购,开放赎回,nan
1066,2019-12-06,1.8128,1.8909,1.61,开放申购,开放赎回,nan
1067,2019-12-09,1.8005,1.8786,-0.68,开放申购,开放赎回,nan
1068,2019-12-10,1.8001,1.8782,-0.02,开放申购,开放赎回,nan
1069,2019-12-11,1.7877,1.8658,-0.69,开放申购,开放赎回,nan
1070,2019-12-12,1.7812,1.8593,-0.36,开放申购,开放赎回,nan
1071,2019-12-13,1.8051,1.8832,1.34,开放申购,开放赎回,nan
1072,2019-12-16,1.8013,1.8794,-0.21,开放申购,开放赎回,nan
1073,2019-12-17,1.8168,1.8949,0.86,开放申购,开放赎回,nan
1074,2019-12-18,1.8155,1.8936,-0.07,开放申购,开放赎回,nan
1075,2019-12-19,1.8055,1.8836,-0.55,开放申购,开放赎回,nan
1076,2019-12-20,1.8038,1.8819,-0.09,开放申购,开放赎回,nan
1077,2019-12-23,1.7918,1.8699,-0.67,开放申购,开放赎回,nan
1078,2019-12-24,1.8025,1.8806,0.6,开放申购,开放赎回,nan
1079,2019-12-25,1.7886,1.8667,-0.77,开放申购,开放赎回,nan
1080,2019-12-26,1.7954,1.8735,0.38,开放申购,开放赎回,nan
1081,2019-12-27,1.8101,1.8882,0.82,开放申购,开放赎回,nan
1082,2019-12-30,1.8461,1.9242,1.99,开放申购,开放赎回,nan
1083,2019-12-31,1.8524,1.9305,0.34,开放申购,开放赎回,nan
1084,2020-01-02,1.8493,1.9274,-0.17,开放申购,开放赎回,nan
1085,2020-01-03,1.833,1.9111,-0.88,开放申购,开放赎回,nan
1086,2020-01-06,1.8156,1.8937,-0.95,开放申购,开放赎回,nan
1087,2020-01-07,1.8405,1.9186,1.37,开放申购,开放赎回,nan
1088,2020-01-08,1.8337,1.9118,-0.37,开放申购,开放赎回,nan
1089,2020-01-09,1.8638,1.9419,1.64,开放申购,开放赎回,nan
1090,2020-01-10,1.8865,1.9646,1.22,开放申购,开放赎回,nan
1091,2020-01-13,1.9106,1.9887,1.28,开放申购,开放赎回,nan
1092,2020-01-14,1.8872,1.9653,-1.22,开放申购,开放赎回,nan
1093,2020-01-15,1.8987,1.9768,0.61,开放申购,开放赎回,nan
1094,2020-01-16,1.903,1.9811,0.23,开放申购,开放赎回,nan
1095,2020-01-17,1.8995,1.9776,-0.18,开放申购,开放赎回,nan
1096,2020-01-20,1.8935,1.9716,-0.32,开放申购,开放赎回,nan
1097,2020-01-21,1.8549,1.933,-2.04,开放申购,开放赎回,nan
1098,2020-01-22,1.8553,1.9334,0.02,开放申购,开放赎回,nan
1099,2020-01-23,1.7887,1.8668,-3.59,开放申购,开放赎回,nan
1100,2020-02-03,1.6593,1.7374,-7.23,开放申购,开放赎回,nan
1101,2020-02-04,1.6793,1.7574,1.21,开放申购,开放赎回,nan
1102,2020-02-05,1.6992,1.7773,1.19,开放申购,开放赎回,nan
1103,2020-02-06,1.7297,1.8078,1.8,开放申购,开放赎回,nan
1104,2020-02-07,1.7504,1.8285,1.2,开放申购,开放赎回,nan
1105,2020-02-10,1.755,1.8331,0.26,开放申购,开放赎回,nan
1106,2020-02-11,1.775,1.8531,1.14,开放申购,开放赎回,nan
1107,2020-02-12,1.7812,1.8593,0.35,开放申购,开放赎回,nan
1108,2020-02-13,1.7606,1.8387,-1.16,开放申购,开放赎回,nan
1109,2020-02-14,1.7587,1.8368,-0.11,开放申购,开放赎回,nan
1110,2020-02-17,1.7789,1.857,1.15,开放申购,开放赎回,nan
1111,2020-02-18,1.7726,1.8507,-0.35,开放申购,开放赎回,nan
1112,2020-02-19,1.7911,1.8692,1.04,开放申购,开放赎回,nan
1113,2020-02-20,1.8385,1.9166,2.65,开放申购,开放赎回,nan
1114,2020-02-21,1.8358,1.9139,-0.15,开放申购,开放赎回,nan
1115,2020-02-24,1.8182,1.8963,-0.96,开放申购,开放赎回,nan
1116,2020-02-25,1.8071,1.8852,-0.61,开放申购,开放赎回,nan
1117,2020-02-26,1.7875,1.8656,-1.08,开放申购,开放赎回,nan
1118,2020-02-27,1.8214,1.8995,1.9,开放申购,开放赎回,nan
1119,2020-02-28,1.7577,1.8358,-3.5,开放申购,开放赎回,nan
1120,2020-03-02,1.7998,1.8779,2.4,开放申购,开放赎回,nan
1121,2020-03-03,1.8147,1.8928,0.83,开放申购,开放赎回,nan
1122,2020-03-04,1.8438,1.9219,1.6,开放申购,开放赎回,nan
1123,2020-03-05,1.9155,1.9936,3.89,开放申购,开放赎回,nan
1124,2020-03-06,1.8857,1.9638,-1.56,开放申购,开放赎回,nan
1125,2020-03-09,1.8194,1.8975,-3.52,开放申购,开放赎回,nan
1126,2020-03-10,1.8601,1.9382,2.24,开放申购,开放赎回,nan
1127,2020-03-11,1.856,1.9341,-0.22,开放申购,开放赎回,nan
1128,2020-03-12,1.8176,1.8957,-2.07,开放申购,开放赎回,nan
1129,2020-03-13,1.7942,1.8723,-1.29,开放申购,开放赎回,nan
1130,2020-03-16,1.7335,1.8116,-3.38,开放申购,开放赎回,nan
1131,2020-03-17,1.7163,1.7944,-0.99,开放申购,开放赎回,nan
1132,2020-03-18,1.6867,1.7648,-1.72,开放申购,开放赎回,nan
1133,2020-03-19,1.653,1.7311,-2.0,开放申购,开放赎回,nan
1134,2020-03-20,1.7056,1.7837,3.18,开放申购,开放赎回,nan
1135,2020-03-23,1.6694,1.7475,-2.12,开放申购,开放赎回,nan
1136,2020-03-24,1.7336,1.8117,3.85,开放申购,开放赎回,nan
1137,2020-03-25,1.7674,1.8455,1.95,开放申购,开放赎回,nan
1138,2020-03-26,1.7811,1.8592,0.78,开放申购,开放赎回,nan
1139,2020-03-27,1.808,1.8861,1.51,开放申购,开放赎回,nan
1140,2020-03-30,1.7947,1.8728,-0.74,开放申购,开放赎回,nan
1141,2020-03-31,1.8572,1.9353,3.48,开放申购,开放赎回,nan
1142,2020-04-01,1.8311,1.9092,-1.41,开放申购,开放赎回,nan
1143,2020-04-02,1.8467,1.9248,0.85,开放申购,开放赎回,nan
1144,2020-04-03,1.8552,1.9333,0.46,开放申购,开放赎回,nan
1145,2020-04-07,1.9128,1.9909,3.1,开放申购,开放赎回,nan
1146,2020-04-08,1.8971,1.9752,-0.82,开放申购,开放赎回,nan
1147,2020-04-09,1.9184,1.9965,1.12,开放申购,开放赎回,nan
1148,2020-04-10,1.9137,1.9918,-0.25,开放申购,开放赎回,nan
1149,2020-04-13,1.9105,1.9886,-0.17,开放申购,开放赎回,nan
1150,2020-04-14,1.936,2.0141,1.33,开放申购,开放赎回,nan
1151,2020-04-15,1.9177,1.9958,-0.95,开放申购,开放赎回,nan
1152,2020-04-16,1.91,1.9881,-0.4,开放申购,开放赎回,nan
1153,2020-04-17,1.9168,1.9949,0.36,开放申购,开放赎回,nan
1154,2020-04-20,1.934,2.0121,0.9,开放申购,开放赎回,nan
1155,2020-04-21,1.9116,1.9897,-1.16,开放申购,开放赎回,nan
1156,2020-04-22,1.9639,2.042,2.74,开放申购,开放赎回,nan
1157,2020-04-23,1.9696,2.0477,0.29,开放申购,开放赎回,nan
1158,2020-04-24,1.976,2.0541,0.32,开放申购,开放赎回,nan
1159,2020-04-27,1.9793,2.0574,0.17,开放申购,开放赎回,nan
1160,2020-04-28,2.0151,2.0932,1.81,开放申购,开放赎回,nan
1161,2020-04-29,1.9734,2.0515,-2.07,开放申购,开放赎回,nan
1162,2020-04-30,1.9649,2.043,-0.43,开放申购,开放赎回,nan
1163,2020-05-06,1.9941,2.0722,1.49,开放申购,开放赎回,nan
1164,2020-05-07,2.0205,2.0986,1.32,开放申购,开放赎回,nan
1165,2020-05-08,2.0423,2.1204,1.08,开放申购,开放赎回,nan
1166,2020-05-11,2.0293,2.1074,-0.64,开放申购,开放赎回,nan
1167,2020-05-12,2.0563,2.1344,1.33,开放申购,开放赎回,nan
1168,2020-05-13,2.1014,2.1795,2.19,开放申购,开放赎回,nan
1169,2020-05-14,2.0868,2.1649,-0.69,开放申购,开放赎回,nan
1170,2020-05-15,2.0752,2.1533,-0.56,开放申购,开放赎回,nan
1171,2020-05-18,2.1247,2.2028,2.39,开放申购,开放赎回,nan
1172,2020-05-19,2.14,2.2181,0.72,开放申购,开放赎回,nan
1173,2020-05-20,2.1184,2.1965,-1.01,开放申购,开放赎回,nan
1174,2020-05-21,2.1285,2.2066,0.48,开放申购,开放赎回,nan
1175,2020-05-22,2.0683,2.1464,-2.83,开放申购,开放赎回,nan
1176,2020-05-25,2.1221,2.2002,2.6,开放申购,开放赎回,nan
1177,2020-05-26,2.1465,2.2246,1.15,开放申购,开放赎回,nan
1178,2020-05-27,2.1327,2.2108,-0.64,开放申购,开放赎回,nan
1179,2020-05-28,2.1319,2.21,-0.04,开放申购,开放赎回,nan
1180,2020-05-29,2.164,2.2421,1.51,开放申购,开放赎回,nan
1181,2020-06-01,2.2126,2.2907,2.25,开放申购,开放赎回,nan
1182,2020-06-02,2.1742,2.2523,-1.74,开放申购,开放赎回,nan
1183,2020-06-03,2.1636,2.2417,-0.49,开放申购,开放赎回,nan
1184,2020-06-04,2.1954,2.2735,1.47,开放申购,开放赎回,nan
1185,2020-06-05,2.1977,2.2758,0.1,开放申购,开放赎回,nan
1186,2020-06-08,2.1966,2.2747,-0.05,开放申购,开放赎回,nan
1187,2020-06-09,2.2199,2.298,1.06,开放申购,开放赎回,nan
1188,2020-06-10,2.2298,2.3079,0.45,开放申购,开放赎回,nan
1189,2020-06-11,2.1955,2.2736,-1.54,开放申购,开放赎回,nan
1190,2020-06-12,2.2086,2.2867,0.6,开放申购,开放赎回,nan
1191,2020-06-15,2.1848,2.2629,-1.08,开放申购,开放赎回,nan
1192,2020-06-16,2.2187,2.2968,1.55,开放申购,开放赎回,nan
1193,2020-06-17,2.2157,2.2938,-0.14,开放申购,开放赎回,nan
1194,2020-06-18,2.2163,2.2944,0.03,开放申购,开放赎回,nan
1195,2020-06-19,2.2674,2.3455,2.31,开放申购,开放赎回,nan
1196,2020-06-22,2.2513,2.3294,-0.71,开放申购,开放赎回,nan
1197,2020-06-23,2.3042,2.3823,2.35,开放申购,开放赎回,nan
1198,2020-06-24,2.3074,2.3855,0.14,开放申购,开放赎回,nan
1199,2020-06-29,2.317,2.3951,0.42,开放申购,开放赎回,nan
1200,2020-06-30,2.3522,2.4303,1.52,开放申购,开放赎回,nan
1201,2020-07-01,2.4298,2.5079,3.3,开放申购,开放赎回,nan
1202,2020-07-02,2.4629,2.541,1.36,开放申购,开放赎回,nan
1203,2020-07-03,2.4444,2.5225,-0.75,开放申购,开放赎回,nan
1204,2020-07-06,2.4979,2.576,2.19,开放申购,开放赎回,nan
1205,2020-07-07,2.5536,2.6317,2.23,开放申购,开放赎回,nan
1206,2020-07-08,2.5764,2.6545,0.89,开放申购,开放赎回,nan
1207,2020-07-09,2.6082,2.6863,1.23,开放申购,开放赎回,nan
1208,2020-07-10,2.6319,2.71,0.91,开放申购,开放赎回,nan
1209,2020-07-13,2.7281,2.8062,3.66,开放申购,开放赎回,nan
1210,2020-07-14,2.7291,2.8072,0.04,开放申购,开放赎回,nan
1211,2020-07-15,2.7754,2.8535,1.7,开放申购,开放赎回,nan
1212,2020-07-16,2.5886,2.6667,-6.73,开放申购,开放赎回,nan
1213,2020-07-17,2.6312,2.7093,1.65,开放申购,开放赎回,nan
1214,2020-07-20,2.6187,2.6968,-0.48,开放申购,开放赎回,nan
1215,2020-07-21,2.6746,2.7527,2.13,开放申购,开放赎回,nan
1216,2020-07-22,2.7219,2.8,1.77,开放申购,开放赎回,nan
1217,2020-07-23,2.7359,2.814,0.51,开放申购,开放赎回,nan
1218,2020-07-24,2.6141,2.6922,-4.45,开放申购,开放赎回,nan
1219,2020-07-27,2.6468,2.7249,1.25,开放申购,开放赎回,nan
1220,2020-07-28,2.7328,2.8109,3.25,开放申购,开放赎回,nan
1221,2020-07-29,2.7579,2.836,0.92,开放申购,开放赎回,nan
1222,2020-07-30,2.7667,2.8448,0.32,开放申购,开放赎回,nan
1223,2020-07-31,2.7794,2.8575,0.46,开放申购,开放赎回,nan
1224,2020-08-03,2.8011,2.8792,0.78,开放申购,开放赎回,nan
1225,2020-08-04,2.7885,2.8666,-0.45,开放申购,开放赎回,nan
1226,2020-08-05,2.8121,2.8902,0.85,开放申购,开放赎回,nan
1227,2020-08-06,2.7633,2.8414,-1.74,开放申购,开放赎回,nan
1228,2020-08-07,2.7431,2.8212,-0.73,开放申购,开放赎回,nan
1229,2020-08-10,2.7542,2.8323,0.4,开放申购,开放赎回,nan
1230,2020-08-11,2.7675,2.8456,0.48,开放申购,开放赎回,nan
1231,2020-08-12,2.7184,2.7965,-1.77,开放申购,开放赎回,nan
1232,2020-08-13,2.7213,2.7994,0.11,开放申购,开放赎回,nan
1233,2020-08-14,2.7787,2.8568,2.11,开放申购,开放赎回,nan
1234,2020-08-17,2.8244,2.9025,1.64,开放申购,开放赎回,nan
1235,2020-08-18,2.8741,2.9522,1.76,开放申购,开放赎回,nan
1236,2020-08-19,2.8904,2.9685,0.57,开放申购,开放赎回,nan
1237,2020-08-20,2.839,2.9171,-1.78,开放申购,开放赎回,nan
1238,2020-08-21,2.9044,2.9825,2.3,开放申购,开放赎回,nan
1239,2020-08-24,2.9311,3.0092,0.92,开放申购,开放赎回,nan
1240,2020-08-25,2.9758,3.0539,1.53,开放申购,开放赎回,nan
1241,2020-08-26,2.9747,3.0528,-0.04,开放申购,开放赎回,nan
1242,2020-08-27,3.03,3.1081,1.86,开放申购,开放赎回,nan
1243,2020-08-28,3.1242,3.2023,3.11,开放申购,开放赎回,nan
1244,2020-08-31,3.1516,3.2297,0.88,开放申购,开放赎回,nan
1245,2020-09-01,3.1354,3.2135,-0.51,开放申购,开放赎回,nan
1246,2020-09-02,3.1404,3.2185,0.16,开放申购,开放赎回,nan
1247,2020-09-03,3.1228,3.2009,-0.56,开放申购,开放赎回,nan
1248,2020-09-04,3.0403,3.1184,-2.64,开放申购,开放赎回,nan
1249,2020-09-07,2.9556,3.0337,-2.79,开放申购,开放赎回,nan
1250,2020-09-08,2.9211,2.9992,-1.17,开放申购,开放赎回,nan
1251,2020-09-09,2.8347,2.9128,-2.96,开放申购,开放赎回,nan
1252,2020-09-10,2.8575,2.9356,0.8,开放申购,开放赎回,nan
1253,2020-09-11,2.907,2.9851,1.73,开放申购,开放赎回,nan
1254,2020-09-14,2.9214,2.9995,0.5,开放申购,开放赎回,nan
1255,2020-09-15,2.9489,3.027,0.94,开放申购,开放赎回,nan
1256,2020-09-16,2.9048,2.9829,-1.5,开放申购,开放赎回,nan
1257,2020-09-17,2.8513,2.9294,-1.84,开放申购,开放赎回,nan
1258,2020-09-18,2.8942,2.9723,1.5,开放申购,开放赎回,nan
1259,2020-09-21,2.8522,2.9303,-1.45,开放申购,开放赎回,nan
1260,2020-09-22,2.8394,2.9175,-0.45,开放申购,开放赎回,nan
1261,2020-09-23,2.8451,2.9232,0.2,开放申购,开放赎回,nan
1262,2020-09-24,2.7976,2.8757,-1.67,开放申购,开放赎回,nan
1263,2020-09-25,2.8076,2.8857,0.36,开放申购,开放赎回,nan
1264,2020-09-28,2.8201,2.8982,0.45,开放申购,开放赎回,nan
1265,2020-09-29,2.8327,2.9108,0.45,开放申购,开放赎回,nan
1266,2020-09-30,2.853,2.9311,0.72,开放申购,开放赎回,nan
1267,2020-10-09,2.9075,2.9856,1.91,开放申购,开放赎回,nan
1268,2020-10-12,3.0156,3.0937,3.72,开放申购,开放赎回,nan
1269,2020-10-13,3.032,3.1101,0.54,开放申购,开放赎回,nan
1270,2020-10-14,3.0227,3.1008,-0.31,开放申购,开放赎回,nan
1271,2020-10-15,3.0137,3.0918,-0.3,开放申购,开放赎回,nan
1272,2020-10-16,2.992,3.0701,-0.72,开放申购,开放赎回,nan
1273,2020-10-19,2.9444,3.0225,-1.59,开放申购,开放赎回,nan
1274,2020-10-20,3.0251,3.1032,2.74,开放申购,开放赎回,nan
1275,2020-10-21,3.0264,3.1045,0.04,开放申购,开放赎回,nan
1276,2020-10-22,3.0435,3.1216,0.57,开放申购,开放赎回,nan
1277,2020-10-23,2.9622,3.0403,-2.67,开放申购,开放赎回,nan
1278,2020-10-26,2.9387,3.0168,-0.79,开放申购,开放赎回,nan
1279,2020-10-27,2.9587,3.0368,0.68,开放申购,开放赎回,nan
1280,2020-10-28,3.0293,3.1074,2.39,开放申购,开放赎回,nan
1281,2020-10-29,3.0901,3.1682,2.01,开放申购,开放赎回,nan
1282,2020-10-30,2.9761,3.0542,-3.69,开放申购,开放赎回,nan
1283,2020-11-02,2.9789,3.057,0.09,开放申购,开放赎回,nan
1284,2020-11-03,3.0113,3.0894,1.09,开放申购,开放赎回,nan
1285,2020-11-04,3.0314,3.1095,0.67,开放申购,开放赎回,nan
1286,2020-11-05,3.0802,3.1583,1.61,开放申购,开放赎回,nan
1287,2020-11-06,3.0542,3.1323,-0.84,开放申购,开放赎回,nan
1288,2020-11-09,3.0963,3.1744,1.38,开放申购,开放赎回,nan
1289,2020-11-10,3.118,3.1961,0.7,开放申购,开放赎回,nan
1290,2020-11-11,3.1178,3.1959,-0.01,开放申购,开放赎回,nan
1291,2020-11-12,3.1391,3.2172,0.68,开放申购,开放赎回,nan
1292,2020-11-13,3.0649,3.143,-2.36,开放申购,开放赎回,nan
1293,2020-11-16,3.1298,3.2079,2.12,开放申购,开放赎回,nan
1294,2020-11-17,3.0994,3.1775,-0.97,开放申购,开放赎回,nan
1295,2020-11-18,3.0819,3.16,-0.56,开放申购,开放赎回,nan
1296,2020-11-19,3.111,3.1891,0.94,开放申购,开放赎回,nan
1297,2020-11-20,3.1523,3.2304,1.33,开放申购,开放赎回,nan
1298,2020-11-23,3.1678,3.2459,0.49,开放申购,开放赎回,nan
1299,2020-11-24,3.1648,3.2429,-0.09,开放申购,开放赎回,nan
1300,2020-11-25,3.0639,3.142,-3.19,开放申购,开放赎回,nan
1301,2020-11-26,3.0693,3.1474,0.18,开放申购,开放赎回,nan
1302,2020-11-27,3.0854,3.1635,0.52,开放申购,开放赎回,nan
1303,2020-11-30,3.0277,3.1058,-1.87,开放申购,开放赎回,nan
1304,2020-12-01,3.0746,3.1527,1.55,开放申购,开放赎回,nan
1305,2020-12-02,3.0774,3.1555,0.09,开放申购,开放赎回,nan
1306,2020-12-03,3.1101,3.1882,1.06,开放申购,开放赎回,nan
1307,2020-12-04,3.2127,3.2908,3.3,开放申购,开放赎回,nan
1308,2020-12-07,3.2305,3.3086,0.55,开放申购,开放赎回,nan
1309,2020-12-08,3.263,3.3411,1.01,开放申购,开放赎回,nan
1310,2020-12-09,3.2466,3.3247,-0.5,开放申购,开放赎回,nan
1311,2020-12-10,3.2626,3.3407,0.49,开放申购,开放赎回,nan
1312,2020-12-11,3.2518,3.3299,-0.33,开放申购,开放赎回,nan
1313,2020-12-14,3.3342,3.4123,2.53,开放申购,开放赎回,nan
1314,2020-12-15,3.3337,3.4118,-0.01,开放申购,开放赎回,nan
1315,2020-12-16,3.3951,3.4732,1.84,开放申购,开放赎回,nan
1316,2020-12-17,3.4279,3.506,0.97,开放申购,开放赎回,nan
1317,2020-12-18,3.3933,3.4714,-1.01,开放申购,开放赎回,nan
1318,2020-12-21,3.422,3.5001,0.85,开放申购,开放赎回,nan
1319,2020-12-22,3.4378,3.5159,0.46,开放申购,开放赎回,nan
1320,2020-12-23,3.436,3.5141,-0.05,开放申购,开放赎回,nan
1321,2020-12-24,3.365,3.4431,-2.07,开放申购,开放赎回,nan
1322,2020-12-25,3.3715,3.4496,0.19,开放申购,开放赎回,nan
1323,2020-12-28,3.4587,3.5368,2.59,开放申购,开放赎回,nan
1324,2020-12-29,3.4394,3.5175,-0.56,开放申购,开放赎回,nan
1325,2020-12-30,3.5205,3.5986,2.36,开放申购,开放赎回,nan
1326,2020-12-31,3.566,3.6441,1.29,开放申购,开放赎回,nan
1327,2021-01-04,3.6748,3.7529,3.05,开放申购,开放赎回,nan
1328,2021-01-05,3.8431,3.9212,4.58,开放申购,开放赎回,nan
1329,2021-01-06,3.8604,3.9385,0.45,开放申购,开放赎回,nan
1330,2021-01-07,3.9027,3.9808,1.1,开放申购,开放赎回,nan
1331,2021-01-08,3.8106,3.8887,-2.36,开放申购,开放赎回,nan
1332,2021-01-11,3.7163,3.7944,-2.47,开放申购,开放赎回,nan
1333,2021-01-12,3.8024,3.8805,2.32,开放申购,开放赎回,nan
1334,2021-01-13,3.7694,3.8475,-0.87,开放申购,开放赎回,nan
1335,2021-01-14,3.6848,3.7629,-2.24,开放申购,开放赎回,nan
1336,2021-01-15,3.5992,3.6773,-2.32,开放申购,开放赎回,nan
1337,2021-01-18,3.5781,3.6562,-0.59,开放申购,开放赎回,nan
1338,2021-01-19,3.5182,3.5963,-1.67,开放申购,开放赎回,nan
1339,2021-01-20,3.5423,3.6204,0.69,开放申购,开放赎回,nan
1340,2021-01-21,3.623,3.7011,2.28,开放申购,开放赎回,nan
1341,2021-01-22,3.6161,3.6942,-0.19,开放申购,开放赎回,nan
1342,2021-01-25,3.7679,3.846,4.2,开放申购,开放赎回,nan
1343,2021-01-26,3.6918,3.7699,-2.02,开放申购,开放赎回,nan
1344,2021-01-27,3.616,3.6941,-2.05,开放申购,开放赎回,nan
1345,2021-01-28,3.555,3.6331,-1.69,开放申购,开放赎回,nan
1346,2021-01-29,3.5834,3.6615,0.8,开放申购,开放赎回,nan
1347,2021-02-01,3.5869,3.665,0.1,开放申购,开放赎回,nan
1348,2021-02-02,3.7119,3.79,3.48,开放申购,开放赎回,nan
1349,2021-02-03,3.6882,3.7663,-0.64,开放申购,开放赎回,nan
1350,2021-02-04,3.7043,3.7824,0.44,开放申购,开放赎回,nan
1351,2021-02-05,3.7258,3.8039,0.58,开放申购,开放赎回,nan
1352,2021-02-08,3.7506,3.8287,0.67,开放申购,开放赎回,nan
1353,2021-02-09,3.8397,3.9178,2.38,开放申购,开放赎回,nan
1354,2021-02-10,3.9526,4.0307,2.94,开放申购,开放赎回,nan
1355,2021-02-18,3.8153,3.8934,-3.47,开放申购,开放赎回,nan
1356,2021-02-19,3.8455,3.9236,0.79,开放申购,开放赎回,nan
1357,2021-02-22,3.6249,3.703,-5.74,开放申购,开放赎回,nan
1358,2021-02-23,3.6061,3.6842,-0.52,开放申购,开放赎回,nan
1359,2021-02-24,3.4581,3.5362,-4.1,开放申购,开放赎回,nan
1360,2021-02-25,3.4129,3.491,-1.31,开放申购,开放赎回,nan
1361,2021-02-26,3.3346,3.4127,-2.29,开放申购,开放赎回,nan
1362,2021-03-01,3.3588,3.4369,0.73,开放申购,开放赎回,nan
1363,2021-03-02,3.284,3.3621,-2.23,开放申购,开放赎回,nan
1364,2021-03-03,3.3409,3.419,1.73,开放申购,开放赎回,nan
1365,2021-03-04,3.1971,3.2752,-4.3,开放申购,开放赎回,nan
1366,2021-03-05,3.2244,3.3025,0.85,开放申购,开放赎回,nan
1367,2021-03-08,3.0554,3.1335,-5.24,开放申购,开放赎回,nan
