,0
164,4120.922985052508
165,4532.30175661559
166,3801.4054925763267
167,3394.020689669196
168,3625.670871714421
169,3421.9784702608595
170,3637.652777682284
171,4017.079799997744
172,4025.067737309648
173,3637.652777682284
174,3697.5623075215626
175,2451.4440868644524
176,2435.468212240645
177,2938.7082628906282
178,2958.678106170395
179,3130.4187583763414
180,3214.2921001513387
181,3174.3524135918124
182,3765.4597746727522
183,5546.769795227468
184,5235.240240063191
185,5474.878359420327
186,4116.929016396556
187,3609.6949970906135
188,4184.8264835477385
189,4931.698622210817
190,4672.090659573914
191,4380.530947689404
192,4915.722747587002
193,4444.434446184641
194,3669.6045269298993
195,3661.6165896179955
196,3973.146144782273
197,4396.506822313211
198,3873.296928383468
199,3625.670871714421
200,3549.7854672513276
201,3573.7492791870463
202,3409.9965642930038
203,4564.253505863206
204,4656.114784950107
205,4967.644340114384
206,6038.027939909596
207,5826.3476011441235
208,6046.0158772215
209,5594.697419098891
210,4416.476665592971
211,4971.638308770336
212,5810.371726520316
213,5714.516478777463
214,6285.653996578636
215,6077.967626469115
216,5710.522510121511
217,6073.973657813163
218,5726.498384745319
219,5223.258334095335
220,6189.798748835783
221,6345.5635264179145
222,6317.605745826251
223,6625.141332334577
224,6685.05086217387
225,7208.260756103613
226,7459.880781428605
227,8961.612996066659
228,8793.866312516664
229,8698.011064773811
230,9384.973673597597
231,10267.640746563047
232,9828.304194408302
233,9788.364507848775
234,9752.418789945208
235,9508.78670193212
236,8861.763779667854
237,8837.799967732135
238,9021.522525905944
239,8350.53579170596
240,8602.15581703095
241,9488.816858652353
242,8202.758951435731
243,8618.131691654766
244,8626.11962896667
245,7683.543026161933
246,7775.404305248834
247,7915.193208207165
248,7915.193208207165
249,7883.24145895955
250,8242.69863799525
251,8789.872343860712
252,8498.312631976194
253,8394.469446921437
254,8578.19200509524
255,9321.070175102359
256,9229.208896015458
257,9349.02795569403
258,9129.359679616653
259,9017.528557249992
260,8929.661246819043
261,8841.793936388087
262,8705.999002085715
263,8418.433258857149
264,8386.481509609534
265,8110.897672348823
266,8170.807202188109
267,8366.511666329774
268,8094.9217977250155
269,7779.398273904786
270,7863.271615679783
271,8246.692606651202
272,8003.060518638114
273,7919.187176863117
274,7663.573182882174
275,6545.2619592155315
276,6796.881984540523
277,6685.05086217387
278,7044.50804120957
279,7052.495978521474
280,7020.544229273859
281,7411.953157557182
282,7260.182348630995
283,6397.485118945297
284,6605.171489054825
285,6517.3041786238755
286,6756.9422979810115
287,7148.351226264327
288,7927.175114175021
289,8146.8433902523975
290,8086.933860413112
291,8046.994173853593
292,8130.86751562859
293,7915.193208207165
294,8558.22216181548
295,8570.204067783336
296,8490.32469466429
297,8278.644355898818
298,8610.143754342862
299,9113.383804992845
300,9788.364507848775
301,9564.702263115447
302,9365.003830317837
303,9368.997798973789
304,9800.346413816631
305,9329.05811241427
306,9488.816858652353
307,9372.991767629741
308,9388.967642253549
309,9704.491166073778
310,9376.985736285693
311,9784.370539192823
312,9752.418789945208
313,9572.690200427358
314,9916.17150483925
315,9772.388633224968
316,9600.647981019021
317,9384.973673597597
318,9357.015893005933
319,9496.804795964264
320,9652.569573546403
321,10000.044846614248
322,9996.050877958296
323,10008.032783926152
324,10595.14617635114
325,10189.763672487796
326,10311.19357721501
327,9856.833035099975
328,9516.389435210054
329,9695.292623897316
330,9803.666937698878
331,9847.429400593703
332,9851.38836319274
333,9512.621054097699
334,9715.613453124373
335,9639.785995372426
336,9599.61462613606
337,9652.44200186459
338,9699.220754949083
339,9641.014847527129
340,9722.710960379229
341,9685.564243346942
342,9454.907951697262
343,9480.345592535858
344,9508.480979049851
345,9470.72452119602
346,9481.457489503971
347,9539.43193774441
348,9538.093131856956
349,9594.308065132474
350,9908.293453332246
351,9878.101485469433
352,9799.190303552612
353,9815.131146341944
354,9815.131146341944
355,9691.146813536036
356,9599.855761418657
357,9501.871026750387
358,9264.753849055469
359,9359.256438373377
360,9490.820306264231
361,9439.822754127552
362,9555.491975146084
363,9598.757462743768
364,9596.071645898448
365,9607.549144416866
366,9576.674890573679
367,9534.343147802932
368,9617.696147078095
369,9622.118889719079
370,9705.45878410799
371,9793.286976029991
372,9825.449208788821
373,9998.635740083571
374,9982.648563952731
375,9898.320659491099
376,9914.353288664619
377,9942.773901872291
378,10297.823286231203
379,10306.80838638497
380,10465.60101108899
381,10395.168148374152
382,10388.481574299982
383,10234.103339381643
384,10243.510425071101
385,10299.50069628281
386,10260.597976406245
387,10277.735051085547
388,10384.994270399882
389,10541.561068550574
390,10470.84483085885
391,10416.661933933321
392,10442.055655367629
393,10574.004774779407
394,10495.469195145904
395,10506.288337001566
396,10506.288337001566
397,10476.535696898498
398,10581.754829433352
399,10816.925036771816
400,10832.79618824278
401,10792.074792497153
402,10770.888041140455
403,10646.086819505075
404,10606.214019251493
405,10601.697661723281
406,10430.221219841857
407,10461.67002606984
408,10625.011554301964
409,10600.629834773987
410,10548.80049977474
411,10394.625723239571
412,10355.902143920119
413,10413.53499063411
414,10529.496383247839
415,10408.394974325412
416,10407.057091632496
417,10519.116407311762
418,10443.120734183176
419,10645.978557302506
420,10467.099229284564
421,10249.20279197486
422,10521.36704128045
423,10488.809948837084
424,10522.19676110825
425,10323.938042130127
426,10240.6265585619
427,10268.61628024374
428,10235.052980586122
429,10171.918180741124
430,9924.38910242437
431,9964.644872174602
432,9861.19953101674
433,9884.377183141709
434,9912.567291443114
435,10024.10486561094
436,10349.08772855766
437,10261.620488889623
438,10240.163025987848
439,10324.86694401344
440,10266.017742971671
441,10318.184295371562
442,10191.333919843293
443,10235.227333051726
444,10228.560421038312
445,10194.527911100526
446,10143.803843576867
447,10124.133179446528
448,10085.397874120734
449,10212.202062019187
450,10532.780996694477
451,10700.555019592923
452,10817.022088776454
453,10927.446044498209
454,10960.427586046495
455,10886.138028925005
456,10759.218151197241
457,10706.86625079712
458,10819.41756013094
459,10775.947898886585
460,11026.528128560472
461,10926.187452340942
462,11020.590466960764
463,11222.727614707328
464,11269.002713852782
465,11141.705568202597
466,11226.620014722816
467,11252.322824241395
468,11091.894445898011
469,10977.658077294795
470,11115.992779262713
471,11064.614800091476
472,10958.050191135644
473,11013.846606966968
474,11085.663542169712
475,10997.67481128519
476,10975.009549864084
477,11025.387243508094
478,10590.037768669918
479,10636.160051009982
480,10826.277463414917
481,10946.326911093913
482,11029.79472393862
483,11172.008789310506
484,11103.388270579853
485,10975.093773640432
486,11085.020218940726
487,11330.54269229561
488,11444.990671531126
489,11469.709873845448
490,11342.190568468452
491,11281.058980656739
492,11141.476947985306
493,11380.521526001305
494,11381.829769873679
495,11698.143199031643
496,11752.635974040139
497,11501.417918832962
498,11750.845809185692
499,11777.412779519082
500,11722.60169234268
501,11668.62686013976
502,11641.18341332965
503,11629.299057716857
504,11498.575851540325
505,11539.573863846745
506,11360.67589926858
507,11452.25769077837
508,11552.560449463243
509,11570.74343592655
510,11638.448209924209
511,11636.626713999656
512,11690.011835332833
513,11645.32385125331
514,11688.341760807023
515,11631.735200178213
516,11497.271406958564
517,11418.117920181208
518,11484.83696511581
519,11603.321911188747
520,11848.504891261287
521,11838.416374053773
522,11868.419749991426
523,12084.109073419466
524,11999.765530219385
525,12111.510541644986
526,12037.748452794214
527,12042.319981144808
528,12196.297361583369
529,12174.272445354774
530,12141.907240233875
531,12348.230714975405
532,12434.54672996897
533,12538.374689806884
534,12713.167226653852
535,13014.807459066842
536,12904.999999893284
537,12892.116166191612
538,12627.738405723223
539,12652.441270304771
540,12929.437420109974
541,13129.187378828741
542,12941.069890778079
543,13013.49954160142
544,13052.841410404413
545,13020.72545614331
546,13245.508289528607
547,13511.026935549642
548,13271.034092304712
549,13230.665927765382
550,13212.967479461608
551,13238.646877630896
552,13323.30149077958
553,13660.472339429154
554,13602.7427189023
555,13519.23401031294
556,13590.887305085398
557,13897.828704767493
558,13782.86472666536
559,13478.433145981911
560,13628.030638625754
561,13913.135882111648
562,13535.573280551776
563,13404.106765483692
564,13730.020657257686
565,13424.03103880856
566,12727.88036912396
567,12704.33872513184
568,12483.523439200824
569,12615.06172024321
570,12309.358249451958
571,12214.526359456906
572,12253.613030308967
573,12499.86731146469
574,12454.735480874198
575,12405.535563367333
576,12150.75306269214
577,12337.482527980492
578,12854.795520166721
579,12813.41259666419
580,13236.141899316193
581,13237.049665717626
582,13070.712564802772
583,13215.450194422016
584,13375.048909247533
585,13612.835623926429
586,13627.726885176322
587,13532.402701381534
588,13536.132555675384
589,13430.814199215642
590,13149.237506927213
591,13469.686419878346
592,13366.953276006887
593,13366.953276006887
594,13425.127465909998
595,13513.5100059919
596,13916.299932710623
597,13939.024132470113
598,13940.259151976632
599,14264.768314551988
600,14512.744048926517
601,14384.918684544655
602,14586.703937750965
603,14568.377781663583
604,14746.842765520505
605,14435.250912023157
606,14542.915148212014
607,14397.412324414046
608,14919.755332510395
609,14917.896751964458
610,14673.467320696967
611,14557.789759200554
612,14675.899861999107
613,14180.706476032501
614,14109.211559139108
615,14289.802058255096
616,13893.50476386321
617,13828.233881957942
618,13259.957177902037
619,12969.088909672764
620,12506.889888797381
621,12698.528443312442
622,12412.623350137212
623,12742.470535518214
624,12808.436928950869
625,12904.2226957525
626,13469.357716672886
627,13419.538303463942
628,13460.567312172294
629,13297.386943355554
630,12938.125459875431
631,13064.987468904808
632,12971.683009145298
633,12846.86894724088
634,12955.394675794036
635,12868.989375747055
636,13187.676764949429
637,13292.793957606209
638,13252.888755708096
639,13109.829629971819
640,13242.410743362037
641,13447.606823444305
642,13232.129409329398
643,13273.7114528346
644,13167.932000812609
645,13104.793755723433
646,12727.221141779995
647,12469.563354008824
648,12414.414782651642
649,12485.001997840176
650,11884.357829876008
651,12202.319230349236
652,12227.152952350603
653,12190.138362182037
654,12314.416401237719
655,12639.689530411959
656,12543.473042064259
657,12639.608505542321
658,12704.844654505669
659,12630.650622874795
660,12432.151689288581
661,12417.2039151378
662,12174.236263864459
663,12156.750825783505
664,12521.97184300263
665,12382.652671733396
666,12328.188759637953
667,12624.086425416821
668,12670.805315138889
669,12382.531931847272
670,12122.647857684668
671,12261.958424999779
672,12516.046559015496
673,12516.927908678126
674,13236.007543290107
675,13380.13992167832
676,13356.774294854295
677,13514.260211374316
678,13406.38396833645
679,13629.600484625766
680,13829.748174077362
681,13938.206241940692
682,13602.068304784705
683,13684.888283332888
684,13693.399653020097
685,13776.233409214377
686,13464.247116709812
687,13327.922721182309
688,13455.740992019459
689,13922.578256171046
690,13760.939607205219
691,13853.841211960349
692,14551.016717243594
693,14251.697903204094
694,14703.240588099718
695,14899.271751015523
696,14872.728127749757
697,14738.186418622521
698,14567.675189298556
699,14429.9300373325
700,15097.879341710475
701,14882.052246952928
702,14607.095460279852
703,14443.94845216057
704,13606.941132997534
705,13959.383214803041
706,13732.767384750747
707,13807.392333665164
708,13005.095260108352
709,12950.029664208976
710,12280.05353000895
711,12028.649503453344
712,12496.690546279631
713,12496.690546279631
714,12295.57916069021
715,12070.290183820623
716,11922.012717040845
717,11799.416887812096
718,11973.962669481029
719,12323.409186665534
720,12342.912039676135
721,12177.217901386975
722,12612.858677399923
723,12868.743811409566
724,12851.708577268626
725,12703.665584319377
726,12596.23746603086
727,12493.118552405796
728,12560.418602796279
729,12394.12499715686
730,12800.696240293568
731,12763.597893475164
732,12568.13685091028
733,12687.741260099547
734,12368.976948210318
735,12408.265715251291
736,12103.265844501391
737,11818.085405996704
738,11409.78364060248
739,11131.893698517595
740,11534.600652698944
741,11282.283973007488
742,11730.25950807794
743,11759.212280236994
744,11600.410522452163
745,11617.012495932622
746,11148.311504133097
747,10918.787443753887
748,10644.542488582529
749,10712.16221008446
750,11221.88157542959
751,11129.820632236684
752,11202.823331937794
753,11101.003217757981
754,11639.97533864091
755,11571.104969497774
756,11487.64881322255
757,11393.379434971544
758,11100.549969345313
759,11071.708291604318
760,11204.92027223413
761,11023.332665849373
762,10668.845439913823
763,10784.320410902474
764,10639.451839383039
765,10673.167498904932
766,10428.155241713239
767,10471.916939839411
768,10653.208657505507
769,10651.483022345956
770,10967.175146490481
771,11200.556354943668
772,11194.258517766348
773,11569.519108974038
774,11442.329844290463
775,11752.989186339302
776,11722.06591923516
777,11809.641084398467
778,10986.437662717572
779,11034.783756037645
780,10711.869586623205
781,10309.37621260434
782,10666.249763570584
783,10467.452276937725
784,10379.576158166066
785,10302.477029083288
786,9997.937601366335
787,10333.495164761749
788,11056.726264836969
789,10509.847331821544
790,10116.440389468025
791,9924.270350270597
792,9521.97832342717
793,8870.874344092272
794,8868.26384736806
795,9166.237512639627
796,9380.369312593932
797,9849.051202360242
798,9556.002861672909
799,9469.38753156885
800,9527.926830289356
801,9519.580713584479
802,9455.931841440059
803,9490.071785566426
804,9824.448277590991
805,9673.626987566224
806,9787.376033981469
807,9806.83235626164
808,9971.593968782796
809,9758.074937374804
810,9897.022901217228
811,9874.799687171833
812,9542.617715451037
813,9496.150785451056
814,9460.039377800467
815,9601.788094842073
816,9528.650843400424
817,9710.42145032213
818,10289.200489965624
819,10314.93850503266
820,10323.855128964728
821,10072.409613354861
822,10114.787522295877
823,9997.053801772978
824,10140.152999915917
825,10222.179101328722
826,10490.90411460499
827,10345.48736600447
828,10230.535057648744
829,10162.863607979765
830,9907.862401664926
831,9882.91423724292
832,9715.792376466077
833,9809.024295564133
834,9763.827587302472
835,9687.821232428869
836,9667.104982453651
837,9801.085868951288
838,9799.79713705151
839,9672.648950581579
840,9377.51317989498
841,9541.305163049714
842,9673.838074455263
843,9637.361834784835
844,9829.33146011561
845,9791.756257314126
846,9987.844426781396
847,9868.347923482841
848,10557.428949294574
849,10528.422608829438
850,10510.272841211838
851,10685.09265861414
852,10906.899444545377
853,10753.044519263585
854,10751.749145156255
855,10821.600147003897
856,10868.138067200985
857,10908.865916577053
858,10956.640288698907
859,10775.773269853255
860,10860.142634880443
861,11056.565543654366
862,11621.901211509721
863,11639.950444638329
864,11825.727531320601
865,12032.464678778128
866,11732.118278263126
867,12081.309893173075
868,11917.164409247318
869,11855.315267145925
870,11741.89298839377
871,11825.910491698101
872,12375.286452125401
873,12185.984331910644
874,12392.921262323125
875,12521.255714290483
876,13012.874868591283
877,13169.290673417738
878,13194.679188297101
879,13124.715076226315
880,12814.521453542773
881,12512.745097325755
882,13034.940522284382
883,13046.041174208834
884,12939.835301879586
885,12984.137163112842
886,13336.967832505728
887,14164.484659815413
888,13914.141188153128
889,13968.742739872516
890,13878.259801137203
891,14014.06756247172
892,13550.279244315316
893,13570.42291235876
894,14122.987280778583
895,14221.076433691866
896,14992.77113434178
897,15236.632285103673
898,15007.420814469075
899,15000.880004699988
900,15354.701477313345
901,15388.534826143266
902,15798.198192321423
903,15971.285079060024
904,15131.73819327034
905,15114.00204116225
906,14928.900052147786
907,15172.7207611406
908,15313.77143378351
909,15382.794401629773
910,15409.984643979751
911,15290.541866068319
912,15523.339490309798
913,15506.48054794069
914,15148.521326005754
915,15139.208901264861
916,15328.745652319394
917,15457.652836964127
918,14238.699144841416
919,14691.607259267355
920,14521.143697640764
921,14036.740675687803
922,14876.797016676432
923,14955.50532903903
924,14765.229320081562
925,15500.860236384933
926,15668.099598799174
927,15279.427823269334
928,14879.02242866054
929,15009.564361615117
930,14895.588157436134
931,14508.379939964283
932,14656.432405989814
933,14767.74475353719
934,15012.794352114022
935,15051.591876282666
936,15031.902084333447
937,14914.624067088682
938,14913.391039779719
939,14614.19978919838
940,14626.593445074275
941,14467.7292071005
942,14843.06463997488
943,15509.635938162402
944,15263.761264085053
945,15221.163859598739
946,15051.393182916581
947,14973.8229622058
948,14991.068322765215
949,15149.948337030766
950,15825.66759715923
951,15868.613777884222
952,16111.71465027471
953,16103.281650457759
954,16137.663815371809
955,16457.342179554555
956,16496.455534709537
957,16496.45553470954
958,17339.837255238886
959,17405.29924411077
960,17065.78800515608
961,16742.758367245773
962,17136.497814153474
963,16796.559529814418
964,16871.72432891661
965,16869.823289555607
966,16772.476205947598
967,16903.474095835016
968,16776.77909769546
969,16550.296370382468
970,16481.19722370389
971,16273.868704432756
972,16417.42709708628
973,16565.417310142187
974,16370.28869171346
975,16389.20950619764
976,16574.408156967074
977,16581.047784819817
978,16724.254783449134
979,16661.528135969016
980,16329.14829063357
981,16124.821096173087
982,15967.432132239377
983,15689.023687354302
984,15613.10751525802
985,15552.777932394012
986,15855.482644047552
987,15647.132017975966
988,16104.513104925441
989,16053.01833303617
990,16361.922665236474
991,16326.480294262072
992,16684.34073571707
993,16882.66584775156
994,16997.469979708283
995,16848.014122727644
996,17161.86128948805
997,17278.055340195486
998,16927.22965365688
999,17197.093817126897
1000,17330.204226723523
1001,17402.61455079061
1002,17745.644876228518
1003,17791.218632262764
1004,17685.634722095863
1005,17538.440040074365
1006,17651.68602558852
1007,17661.383688496764
1008,17714.889042033188
1009,17710.036977107953
1010,17043.046302054263
1011,17218.152682712156
1012,17148.62784195266
1013,17021.743375857495
1014,17567.68562467167
1015,17519.281795871677
1016,17658.650727801698
1017,17445.300013313456
1018,17707.32197133201
1019,17627.537345712513
1020,17388.98462544806
1021,17366.67364439343
1022,17180.524151402617
1023,17288.906414833793
1024,17165.397977854696
1025,17226.26475742383
1026,17293.579300155234
1027,17364.169284997068
1028,17532.30220550019
1029,17309.417532315078
1030,17336.895260772748
1031,17165.310019151366
1032,17152.792195680904
1033,17262.317285702484
1034,17028.569204151314
1035,16782.170455524036
1036,17094.455142501552
1037,17325.395729656877
1038,17570.468681939863
1039,17440.0358636262
1040,17566.53268911184
1041,17735.197921391577
1042,17901.42195105158
1043,18025.49314663025
1044,17807.105996846483
1045,17890.899557567038
1046,17975.671432630457
1047,17749.39059853549
1048,17848.14880588159
1049,17979.981168347746
1050,18079.82901179049
1051,17973.25852929616
1052,18035.7435930216
1053,18180.55399023135
1054,18209.2474266328
1055,18131.923703417146
1056,17627.454220222517
1057,17582.707081867557
1058,17765.11788319274
1059,17750.49317718056
1060,17650.5239662515
1061,17328.206663325913
1062,17326.951917236373
1063,17318.188144770644
1064,17321.952809624978
1065,17373.5642048864
1066,17733.477490397436
1067,17613.154358705087
1068,17608.130608778134
1069,17486.836892013038
1070,17405.075724144775
1071,17638.615646560596
1072,17590.95804340458
1073,17742.326416064752
1074,17726.053285097732
1075,17628.41597700025
1076,17607.10979745946
1077,17489.976347204713
1078,17624.278583456016
1079,17488.368751383874
1080,17573.86629555776
1081,17717.753916447084
1082,18169.573783300904
1083,18231.579262329557
1084,18192.701106578515
1085,18032.34798483665
1086,17813.71031165817
1087,18058.015988437357
1088,17972.824731321696
1089,18267.84683112689
1090,18551.23567277652
1091,18788.227339733272
1092,18496.881940513256
1093,18609.596089684466
1094,18663.064917401138
1095,18628.73978486782
1096,18554.103070622383
1097,18175.867856190893
1098,18180.86561733299
1099,17528.22418461894
1100,15898.463906489746
1101,16090.092471625525
1102,16340.013772277787
1103,16633.310865059375
1104,16892.205202173747
1105,16936.597423340336
1106,17186.587137566436
1107,17246.619160244132
1108,16989.33173901068
1109,16970.997233555652
1110,17223.350758385255
1111,17162.354013330543
1112,17393.654672952915
1113,17853.963551015542
1114,17820.400482433684
1115,17649.554503301515
1116,17511.280355800336
1117,17321.35113496381
1118,17744.67633970522
1119,17124.09004189078
1120,17654.000829148903
1121,17800.1529640274
1122,18165.769568013293
1123,18872.18332114625
1124,18500.796705134682
1125,17850.32058403884
1126,18361.482531807545
1127,18321.010472036345
1128,17838.506807097663
1129,17608.8517348672
1130,16843.96638189293
1131,16676.838477786463
1132,16302.99100418483
1133,15977.25981497452
1134,16644.77576552967
1135,16291.503672007055
1136,17110.30955180989
1137,17443.90926503738
1138,17617.8832137366
1139,17883.96656585019
1140,17715.62765250627
1141,18332.57016561801
1142,18004.667903436966
1143,18158.058116584045
1144,18264.65014235486
1145,18831.728542634963
1146,18636.120984019646
1147,18845.361075190183
1148,18786.940934941333
1149,18755.526287404202
1150,19072.59821639075
1151,18892.314875812266
1152,18796.381818220485
1153,18863.300873908396
1154,19077.433164721846
1155,18856.474269742645
1156,19509.170233494235
1157,19565.793417124212
1158,19645.61727875581
1159,19678.42625498045
1160,20124.78994917956
1161,19708.332333735772
1162,19601.906457158922
1163,19893.20660910001
1164,20222.76914582347
1165,20440.96086439756
1166,20279.019674936088
1167,20548.833665584716
1168,21109.185947993836
1169,20962.524619907465
1170,20818.2054299559
1171,21314.7846361928
1172,21504.277837554757
1173,21287.225313586914
1174,21412.556212221367
1175,20806.9485617747
1176,21478.23117678388
1177,21725.18883227303
1178,21553.370707006143
1179,21545.285792782106
1180,21944.977933102156
1181,22437.827252671825
1182,21961.63970566712
1183,21854.568883810778
1184,22249.26997944082
1185,22272.5793175809
1186,22258.92875688138
1187,22495.03594072702
1188,22617.654462197894
1189,22269.737362882537
1190,22432.449072950294
1191,22190.715717912615
1192,22612.614867874738
1193,22582.039375647924
1194,22589.50844800672
1195,23110.342216762365
1196,22910.740686511916
1197,23449.08661211778
1198,23488.59580279514
1199,23586.32073982679
1200,24020.605802425798
1201,24813.05500328808
1202,25219.183952423326
1203,25029.750803241535
1204,25687.00479930332
1205,26259.79240782295
1206,26538.897697178516
1207,26866.462107506988
1208,27156.023932500437
1209,28148.618446846172
1210,28160.769254531682
1211,28638.525150792284
1212,26374.463574742706
1213,26808.502108422705
1214,26657.389963258785
1215,27226.43112832014
1216,27796.351936055704
1217,27939.321526086485
1218,26472.890237707037
1219,26804.041881015637
1220,27837.420905410137
1221,28093.099793263536
1222,28198.694368186756
1223,28328.135008110115
1224,28588.342437654625
1225,28459.745416943315
1226,28742.926335659424
1227,28244.133687752106
1228,28001.115738020773
1229,28114.422720883966
1230,28274.33188586391
1231,27772.698752857257
1232,27807.660799054756
1233,28394.203896054627
1234,28943.422997810732
1235,29452.730504888765
1236,29648.12367396072
1237,29120.890918341567
1238,29906.909328366062
1239,30181.842009493786
1240,30718.373802276146
1241,30707.018801542727
1242,31370.816206230702
1243,32346.106927889756
1244,32673.641442269174
1245,32505.690880216644
1246,32565.500937753503
1247,32382.991443260937
1248,31395.385194359616
1249,30520.738243084335
1250,30106.113304193277
1251,29215.637733523905
1252,29490.840238312536
1253,30001.705187322677
1254,30175.08824707412
1255,30459.135254260582
1256,29928.853500144505
1257,29377.63012426399
1258,29894.867992019368
1259,29461.040179268064
1260,29306.387169558147
1261,29365.21875611393
1262,28791.478679872183
1263,28894.393602233744
1264,29045.298261026997
1265,29175.070523744256
1266,29419.979596936617
1267,29981.980609215992
1268,31282.60042137635
1269,31452.727310522983
1270,31340.916504458386
1271,31247.599850956507
1272,30986.600774483813
1273,30493.63212579884
1274,31466.44020641016
1275,31479.962527083306
1276,31686.0844406483
1277,30839.664639424485
1278,30555.33808516532
1279,30763.28947921824
1280,31616.667056273305
1281,32251.233905717538
1282,30876.961013173022
1283,30906.010941212026
1284,31296.54259870146
1285,31505.442577525853
1286,32093.113487924762
1287,31822.215185643727
1288,32329.783537197523
1289,32556.36245485963
1290,32553.953451494977
1291,32776.35360818137
1292,31883.420781024848
1293,32558.559940112747
1294,32193.75061613696
1295,32011.976519285177
1296,32361.4520106091
1297,32791.065629393466
1298,32976.8859882602
1299,32945.65590493272
1300,31735.87434502128
1301,31791.80754175196
1302,31984.79881058271
1303,31386.65176599509
1304,31950.292142460792
1305,31979.388876344507
1306,32372.326426307613
1307,33440.266586218604
1308,33653.24530979525
1309,33991.80914590989
1310,33795.83437729422
1311,33962.38811044173
1312,33833.41312374621
1313,34690.74544473665
1314,34684.79338045665
1315,35323.617003926076
1316,35713.182742116056
1317,35352.70661303492
1318,35694.00348622447
1319,35858.809229965664
1320,35837.41593872884
1321,35096.88726246291
1322,35174.34038793275
1323,36084.084561691525
1324,35854.829977009234
1325,36700.27590104699
1326,37239.22279878811
1327,38375.405479805544
1328,40361.930118493714
1329,40543.622343793584
1330,41042.66265701047
1331,40074.09493960696
1332,38958.65717316468
1333,39861.2593265456
1334,39471.92060421865
1335,38586.01714926112
1336,37573.489178142816
1337,37353.21783405001
1338,36644.194120833614
1339,36895.21028771215
1340,37849.65894260258
1341,37777.574303711066
1342,39573.330997193916
1343,38774.07133295483
1344,37875.302546173865
1345,37236.366303000024
1346,37573.7820000479
1347,37610.48129038673
1348,39095.41540098316
1349,38845.79624502441
1350,39037.19511697953
1351,39263.769556148894
1352,39558.40198005584
1353,40498.159249938784
1354,41835.957041255315
1355,40382.71692038188
1356,40741.94373111643
1357,38404.75148379247
1358,38179.63925231152
