,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
175,2022-04-06,0.6127,0.6127,1.73,开放申购,开放赎回,nan
176,2022-04-07,0.5969,0.5969,-2.58,开放申购,开放赎回,nan
177,2022-04-08,0.5904,0.5904,-1.09,开放申购,开放赎回,nan
178,2022-04-11,0.5606,0.5606,-5.05,开放申购,开放赎回,nan
179,2022-04-12,0.5696,0.5696,1.61,开放申购,开放赎回,nan
180,2022-04-13,0.5716,0.5716,0.35,开放申购,开放赎回,nan
181,2022-04-14,0.5761,0.5761,0.79,开放申购,开放赎回,nan
182,2022-04-15,0.579,0.579,0.5,暂停申购,暂停赎回,nan
183,2022-04-18,0.5777,0.5777,-0.22,暂停申购,暂停赎回,nan
184,2022-04-19,0.5562,0.5562,-3.72,开放申购,开放赎回,nan
185,2022-04-20,0.5555,0.5555,-0.13,开放申购,开放赎回,nan
186,2022-04-21,0.5377,0.5377,-3.2,开放申购,开放赎回,nan
187,2022-04-22,0.5431,0.5431,1.0,开放申购,开放赎回,nan
188,2022-04-25,0.5202,0.5202,-4.22,开放申购,开放赎回,nan
189,2022-04-26,0.5402,0.5402,3.84,开放申购,开放赎回,nan
190,2022-04-27,0.5489,0.5489,1.61,开放申购,开放赎回,nan
191,2022-04-28,0.5604,0.5604,2.1,暂停申购,暂停赎回,nan
192,2022-04-29,0.6187,0.6187,10.4,暂停申购,暂停赎回,nan
193,2022-05-05,0.5857,0.5857,-5.33,开放申购,开放赎回,nan
194,2022-05-06,0.5613,0.5613,-4.17,开放申购,开放赎回,nan
195,2022-05-09,0.5658,0.5658,0.8,暂停申购,暂停赎回,nan
196,2022-05-10,0.5501,0.5501,-2.77,开放申购,开放赎回,nan
197,2022-05-11,0.566,0.566,2.89,开放申购,开放赎回,nan
198,2022-05-12,0.5454,0.5454,-3.64,开放申购,开放赎回,nan
199,2022-05-13,0.5737,0.5737,5.19,开放申购,开放赎回,nan
200,2022-05-16,0.5736,0.5736,-0.02,开放申购,开放赎回,nan
201,2022-05-17,0.6055,0.6055,5.56,开放申购,开放赎回,nan
202,2022-05-18,0.5996,0.5996,-0.97,开放申购,开放赎回,nan
203,2022-05-19,0.5789,0.5789,-3.45,开放申购,开放赎回,nan
204,2022-05-20,0.6045,0.6045,4.42,开放申购,开放赎回,nan
205,2022-05-23,0.5844,0.5844,-3.33,开放申购,开放赎回,nan
206,2022-05-24,0.564,0.564,-3.49,开放申购,开放赎回,nan
207,2022-05-25,0.5662,0.5662,0.39,开放申购,开放赎回,nan
208,2022-05-26,0.5664,0.5664,0.04,开放申购,开放赎回,nan
209,2022-05-27,0.5925,0.5925,4.61,开放申购,开放赎回,nan
210,2022-05-30,0.6121,0.6121,3.31,开放申购,开放赎回,nan
211,2022-05-31,0.6257,0.6257,2.22,开放申购,开放赎回,nan
212,2022-06-01,0.6195,0.6195,-0.99,开放申购,开放赎回,nan
213,2022-06-02,0.6192,0.6192,-0.05,开放申购,开放赎回,nan
214,2022-06-06,0.6434,0.6434,3.91,开放申购,开放赎回,nan
215,2022-06-07,0.6427,0.6427,-0.11,开放申购,开放赎回,nan
216,2022-06-08,0.6722,0.6722,4.59,开放申购,开放赎回,nan
217,2022-06-09,0.6646,0.6646,-1.13,开放申购,开放赎回,nan
218,2022-06-10,0.6771,0.6771,1.88,开放申购,开放赎回,nan
219,2022-06-13,0.6488,0.6488,-4.18,开放申购,开放赎回,nan
220,2022-06-14,0.6512,0.6512,0.37,开放申购,开放赎回,nan
221,2022-06-15,0.6665,0.6665,2.35,开放申购,开放赎回,nan
222,2022-06-16,0.6416,0.6416,-3.74,开放申购,开放赎回,nan
223,2022-06-17,0.6546,0.6546,2.03,开放申购,开放赎回,nan
224,2022-06-20,0.6562,0.6562,0.24,开放申购,开放赎回,nan
225,2022-06-21,0.6666,0.6666,1.58,开放申购,开放赎回,nan
226,2022-06-22,0.6413,0.6413,-3.8,开放申购,开放赎回,nan
227,2022-06-23,0.6556,0.6556,2.23,开放申购,开放赎回,nan
228,2022-06-24,0.6802,0.6802,3.75,开放申购,开放赎回,nan
229,2022-06-27,0.7075,0.7075,4.01,开放申购,开放赎回,nan
230,2022-06-28,0.7115,0.7115,0.57,开放申购,开放赎回,nan
231,2022-06-29,0.6906,0.6906,-2.94,开放申购,开放赎回,nan
232,2022-06-30,0.6838,0.6838,-0.98,开放申购,开放赎回,nan
233,2022-07-01,0.6815,0.6815,-0.34,暂停申购,暂停赎回,nan
234,2022-07-04,0.6853,0.6853,0.56,开放申购,开放赎回,nan
235,2022-07-05,0.6819,0.6819,-0.5,开放申购,开放赎回,nan
236,2022-07-06,0.6767,0.6767,-0.76,开放申购,开放赎回,nan
