,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
392,2021-09-06,4.294,4.433,4.78,开放申购,开放赎回,nan
393,2021-09-07,4.272,4.411,-0.51,开放申购,开放赎回,nan
394,2021-09-08,4.211,4.35,-1.43,开放申购,开放赎回,nan
395,2021-09-09,4.196,4.335,-0.36,开放申购,开放赎回,nan
396,2021-09-10,4.186,4.325,-0.24,开放申购,开放赎回,nan
397,2021-09-13,4.176,4.315,-0.24,开放申购,开放赎回,nan
398,2021-09-14,4.236,4.375,1.44,开放申购,开放赎回,nan
399,2021-09-15,4.193,4.332,-1.02,开放申购,开放赎回,nan
400,2021-09-16,4.204,4.343,0.26,开放申购,开放赎回,nan
401,2021-09-17,4.36,4.499,3.71,开放申购,开放赎回,nan
402,2021-09-22,4.373,4.512,0.3,开放申购,开放赎回,nan
403,2021-09-23,4.359,4.498,-0.32,开放申购,开放赎回,nan
404,2021-09-24,4.397,4.536,0.87,开放申购,开放赎回,nan
405,2021-09-27,4.451,4.59,1.23,开放申购,开放赎回,nan
406,2021-09-28,4.452,4.591,0.02,开放申购,开放赎回,nan
407,2021-09-29,4.378,4.517,-1.66,开放申购,开放赎回,nan
408,2021-09-30,4.447,4.586,1.58,开放申购,开放赎回,nan
409,2021-10-08,4.413,4.552,-0.76,开放申购,开放赎回,nan
410,2021-10-11,4.332,4.471,-1.84,开放申购,开放赎回,nan
411,2021-10-12,4.328,4.467,-0.09,开放申购,开放赎回,nan
412,2021-10-13,4.426,4.565,2.26,开放申购,开放赎回,nan
413,2021-10-14,4.345,4.484,-1.83,开放申购,开放赎回,nan
414,2021-10-15,4.33,4.469,-0.35,开放申购,开放赎回,nan
415,2021-10-18,4.263,4.402,-1.55,开放申购,开放赎回,nan
416,2021-10-19,4.328,4.467,1.52,开放申购,开放赎回,nan
417,2021-10-20,4.253,4.392,-1.73,开放申购,开放赎回,nan
418,2021-10-21,4.241,4.38,-0.28,开放申购,开放赎回,nan
419,2021-10-22,4.216,4.355,-0.59,开放申购,开放赎回,nan
420,2021-10-25,4.251,4.39,0.83,开放申购,开放赎回,nan
421,2021-10-26,4.239,4.378,-0.28,开放申购,开放赎回,nan
422,2021-10-27,4.18,4.319,-1.39,开放申购,开放赎回,nan
423,2021-10-28,4.123,4.262,-1.36,开放申购,开放赎回,nan
424,2021-10-29,4.184,4.323,1.48,开放申购,开放赎回,nan
425,2021-11-01,4.093,4.232,-2.17,开放申购,开放赎回,nan
426,2021-11-02,4.072,4.211,-0.51,开放申购,开放赎回,nan
427,2021-11-03,4.093,4.232,0.52,开放申购,开放赎回,nan
428,2021-11-04,4.09,4.229,-0.07,开放申购,开放赎回,nan
429,2021-11-05,4.094,4.233,0.1,开放申购,开放赎回,nan
430,2021-11-08,4.017,4.156,-1.88,开放申购,开放赎回,nan
431,2021-11-09,4.071,4.21,1.34,开放申购,开放赎回,nan
432,2021-11-10,4.118,4.257,1.15,开放申购,开放赎回,nan
433,2021-11-11,4.136,4.275,0.44,开放申购,开放赎回,nan
434,2021-11-12,4.13,4.269,-0.15,开放申购,开放赎回,nan
435,2021-11-15,4.175,4.314,1.09,开放申购,开放赎回,nan
436,2021-11-16,4.273,4.412,2.35,开放申购,开放赎回,nan
437,2021-11-17,4.31,4.449,0.87,开放申购,开放赎回,nan
438,2021-11-18,4.254,4.393,-1.3,开放申购,开放赎回,nan
439,2021-11-19,4.249,4.388,-0.12,开放申购,开放赎回,nan
440,2021-11-22,4.218,4.357,-0.73,开放申购,开放赎回,nan
441,2021-11-23,4.219,4.358,0.02,开放申购,开放赎回,nan
442,2021-11-24,4.263,4.402,1.04,开放申购,开放赎回,nan
443,2021-11-25,4.305,4.444,0.99,开放申购,开放赎回,nan
444,2021-11-26,4.324,4.463,0.44,开放申购,开放赎回,nan
445,2021-11-29,4.352,4.491,0.65,开放申购,开放赎回,nan
446,2021-11-30,4.329,4.468,-0.53,开放申购,开放赎回,nan
447,2021-12-01,4.271,4.41,-1.34,开放申购,开放赎回,nan
448,2021-12-02,4.197,4.336,-1.73,开放申购,开放赎回,nan
449,2021-12-03,4.23,4.369,0.79,开放申购,开放赎回,nan
450,2021-12-06,4.145,4.284,-2.01,开放申购,开放赎回,nan
451,2021-12-07,4.141,4.28,-0.1,开放申购,开放赎回,nan
452,2021-12-08,4.221,4.36,1.93,开放申购,开放赎回,nan
453,2021-12-09,4.293,4.432,1.71,开放申购,开放赎回,nan
454,2021-12-10,4.252,4.391,-0.96,开放申购,开放赎回,nan
455,2021-12-13,4.222,4.361,-0.71,开放申购,开放赎回,nan
456,2021-12-14,4.236,4.375,0.33,开放申购,开放赎回,nan
457,2021-12-15,4.106,4.245,-3.07,开放申购,开放赎回,nan
458,2021-12-16,4.129,4.268,0.56,开放申购,开放赎回,nan
459,2021-12-17,4.09,4.229,-0.94,开放申购,开放赎回,nan
460,2021-12-20,4.011,4.15,-1.93,开放申购,开放赎回,nan
461,2021-12-21,4.058,4.197,1.17,开放申购,开放赎回,nan
462,2021-12-22,4.069,4.208,0.27,开放申购,开放赎回,nan
463,2021-12-23,4.043,4.182,-0.64,开放申购,开放赎回,nan
464,2021-12-24,4.023,4.162,-0.49,开放申购,开放赎回,nan
465,2021-12-27,4.068,4.207,1.12,开放申购,开放赎回,nan
466,2021-12-28,4.086,4.225,0.44,开放申购,开放赎回,nan
467,2021-12-29,4.044,4.183,-1.03,开放申购,开放赎回,nan
468,2021-12-30,4.088,4.227,1.09,开放申购,开放赎回,nan
469,2021-12-31,4.126,4.265,0.93,开放申购,开放赎回,nan
470,2022-01-04,4.008,4.147,-2.86,开放申购,开放赎回,nan
471,2022-01-05,3.928,4.067,-2.0,开放申购,开放赎回,nan
472,2022-01-06,3.937,4.076,0.23,开放申购,开放赎回,nan
473,2022-01-07,3.832,3.971,-2.67,开放申购,开放赎回,nan
474,2022-01-10,3.885,4.024,1.38,开放申购,开放赎回,nan
475,2022-01-11,3.862,4.001,-0.59,开放申购,开放赎回,nan
476,2022-01-12,3.914,4.053,1.35,开放申购,开放赎回,nan
477,2022-01-13,3.816,3.955,-2.5,开放申购,开放赎回,nan
478,2022-01-14,3.847,3.986,0.81,开放申购,开放赎回,nan
479,2022-01-17,3.882,4.021,0.91,开放申购,开放赎回,nan
480,2022-01-18,3.842,3.981,-1.03,开放申购,开放赎回,nan
481,2022-01-19,3.736,3.875,-2.76,开放申购,开放赎回,nan
482,2022-01-20,3.667,3.806,-1.85,开放申购,开放赎回,nan
483,2022-01-21,3.582,3.721,-2.32,开放申购,开放赎回,nan
484,2022-01-24,3.566,3.705,-0.45,开放申购,开放赎回,nan
485,2022-01-25,3.493,3.632,-2.05,开放申购,开放赎回,nan
486,2022-01-26,3.425,3.564,-1.95,开放申购,开放赎回,nan
487,2022-01-27,3.358,3.497,-1.96,开放申购,开放赎回,nan
488,2022-01-28,3.335,3.474,-0.68,开放申购,开放赎回,nan
489,2022-02-07,3.372,3.511,1.11,开放申购,开放赎回,nan
490,2022-02-08,3.303,3.442,-2.05,开放申购,开放赎回,nan
491,2022-02-09,3.351,3.49,1.45,开放申购,开放赎回,nan
492,2022-02-10,3.303,3.442,-1.43,开放申购,开放赎回,nan
493,2022-02-11,3.19,3.329,-3.42,开放申购,开放赎回,nan
494,2022-02-14,3.223,3.362,1.03,开放申购,开放赎回,nan
495,2022-02-15,3.385,3.524,5.03,开放申购,开放赎回,nan
496,2022-02-16,3.388,3.527,0.09,开放申购,开放赎回,nan
497,2022-02-17,3.378,3.517,-0.3,开放申购,开放赎回,nan
498,2022-02-18,3.378,3.517,0.0,开放申购,开放赎回,nan
499,2022-02-21,3.384,3.523,0.18,开放申购,开放赎回,nan
500,2022-02-22,3.323,3.462,-1.8,开放申购,开放赎回,nan
501,2022-02-23,3.384,3.523,1.84,开放申购,开放赎回,nan
502,2022-02-24,3.352,3.491,-0.95,开放申购,开放赎回,nan
503,2022-02-25,3.478,3.617,3.76,开放申购,开放赎回,nan
504,2022-02-28,3.479,3.618,0.03,开放申购,开放赎回,nan
505,2022-03-01,3.496,3.635,0.49,开放申购,开放赎回,nan
506,2022-03-02,3.457,3.596,-1.12,开放申购,开放赎回,nan
507,2022-03-03,3.423,3.562,-0.98,开放申购,开放赎回,nan
508,2022-03-04,3.426,3.565,0.09,开放申购,开放赎回,nan
509,2022-03-07,3.342,3.481,-2.45,开放申购,开放赎回,nan
510,2022-03-08,3.255,3.394,-2.6,开放申购,开放赎回,nan
511,2022-03-09,3.177,3.316,-2.4,开放申购,开放赎回,nan
512,2022-03-10,3.324,3.463,4.63,开放申购,开放赎回,nan
513,2022-03-11,3.358,3.497,1.02,开放申购,开放赎回,nan
514,2022-03-14,3.313,3.452,-1.34,开放申购,开放赎回,nan
515,2022-03-15,3.192,3.331,-3.65,开放申购,开放赎回,nan
516,2022-03-16,3.251,3.39,1.85,开放申购,开放赎回,nan
517,2022-03-17,3.336,3.475,2.61,开放申购,开放赎回,nan
518,2022-03-18,3.351,3.49,0.45,开放申购,开放赎回,nan
519,2022-03-21,3.391,3.53,1.19,开放申购,开放赎回,nan
520,2022-03-22,3.302,3.441,-2.62,开放申购,开放赎回,nan
521,2022-03-23,3.396,3.535,2.85,开放申购,开放赎回,nan
522,2022-03-24,3.489,3.628,2.74,开放申购,开放赎回,nan
523,2022-03-25,3.396,3.535,-2.67,开放申购,开放赎回,nan
524,2022-03-28,3.382,3.521,-0.41,开放申购,开放赎回,nan
525,2022-03-29,3.394,3.533,0.35,开放申购,开放赎回,nan
526,2022-03-30,3.441,3.58,1.38,开放申购,开放赎回,nan
527,2022-03-31,3.43,3.569,-0.32,开放申购,开放赎回,nan
528,2022-04-01,3.375,3.514,-1.6,开放申购,开放赎回,nan
529,2022-04-06,3.341,3.48,-1.01,开放申购,开放赎回,nan
530,2022-04-07,3.288,3.427,-1.59,开放申购,开放赎回,nan
531,2022-04-08,3.236,3.375,-1.58,开放申购,开放赎回,nan
532,2022-04-11,3.193,3.332,-1.33,开放申购,开放赎回,nan
533,2022-04-12,3.264,3.403,2.22,开放申购,开放赎回,nan
534,2022-04-13,3.156,3.295,-3.31,开放申购,开放赎回,nan
535,2022-04-14,3.187,3.326,0.98,开放申购,开放赎回,nan
536,2022-04-15,3.252,3.391,2.04,开放申购,开放赎回,nan
537,2022-04-18,3.228,3.367,-0.74,开放申购,开放赎回,nan
538,2022-04-19,3.164,3.303,-1.98,开放申购,开放赎回,nan
539,2022-04-20,3.108,3.247,-1.77,开放申购,开放赎回,nan
540,2022-04-21,3.035,3.174,-2.35,开放申购,开放赎回,nan
541,2022-04-22,3.056,3.195,0.69,开放申购,开放赎回,nan
542,2022-04-25,2.926,3.065,-4.25,开放申购,开放赎回,nan
543,2022-04-26,2.981,3.12,1.88,开放申购,开放赎回,nan
544,2022-04-27,3.033,3.172,1.74,开放申购,开放赎回,nan
545,2022-04-28,3.009,3.148,-0.79,开放申购,开放赎回,nan
546,2022-04-29,3.063,3.202,1.79,开放申购,开放赎回,nan
547,2022-05-05,3.033,3.172,-0.98,开放申购,开放赎回,nan
548,2022-05-06,2.99,3.129,-1.42,开放申购,开放赎回,nan
549,2022-05-09,2.961,3.1,-0.97,开放申购,开放赎回,nan
550,2022-05-10,3.008,3.147,1.59,开放申购,开放赎回,nan
551,2022-05-11,3.079,3.218,2.36,开放申购,开放赎回,nan
552,2022-05-12,3.109,3.248,0.97,开放申购,开放赎回,nan
553,2022-05-13,3.113,3.252,0.13,开放申购,开放赎回,nan
554,2022-05-16,3.058,3.197,-1.77,开放申购,开放赎回,nan
555,2022-05-17,3.054,3.193,-0.13,开放申购,开放赎回,nan
556,2022-05-18,3.007,3.146,-1.54,开放申购,开放赎回,nan
557,2022-05-19,3.002,3.141,-0.17,开放申购,开放赎回,nan
558,2022-05-20,3.063,3.202,2.03,开放申购,开放赎回,nan
559,2022-05-23,3.049,3.188,-0.46,开放申购,开放赎回,nan
560,2022-05-24,2.938,3.077,-3.64,开放申购,开放赎回,nan
561,2022-05-25,2.958,3.097,0.68,开放申购,开放赎回,nan
562,2022-05-26,2.937,3.076,-0.71,开放申购,开放赎回,nan
563,2022-05-27,2.972,3.111,1.19,开放申购,开放赎回,nan
564,2022-05-30,2.998,3.137,0.87,开放申购,开放赎回,nan
565,2022-05-31,3.097,3.236,3.3,开放申购,开放赎回,nan
566,2022-06-01,3.055,3.194,-1.36,开放申购,开放赎回,nan
567,2022-06-02,3.011,3.15,-1.44,开放申购,开放赎回,nan
568,2022-06-06,3.106,3.245,3.16,开放申购,开放赎回,nan
569,2022-06-07,3.151,3.29,1.45,开放申购,开放赎回,nan
570,2022-06-08,3.227,3.366,2.41,开放申购,开放赎回,nan
571,2022-06-09,3.178,3.317,-1.52,开放申购,开放赎回,nan
572,2022-06-10,3.2,3.339,0.69,开放申购,开放赎回,nan
573,2022-06-13,3.165,3.304,-1.09,开放申购,开放赎回,nan
574,2022-06-14,3.157,3.296,-0.25,开放申购,开放赎回,nan
575,2022-06-15,3.164,3.303,0.22,开放申购,开放赎回,nan
576,2022-06-16,3.213,3.352,1.55,开放申购,开放赎回,nan
577,2022-06-17,3.286,3.425,2.27,开放申购,开放赎回,nan
578,2022-06-20,3.313,3.452,0.82,开放申购,开放赎回,nan
579,2022-06-21,3.285,3.424,-0.85,开放申购,开放赎回,nan
580,2022-06-22,3.252,3.391,-1.0,开放申购,开放赎回,nan
581,2022-06-23,3.262,3.401,0.31,开放申购,开放赎回,nan
582,2022-06-24,3.341,3.48,2.42,开放申购,开放赎回,nan
583,2022-06-27,3.359,3.498,0.54,开放申购,开放赎回,nan
584,2022-06-28,3.343,3.482,-0.48,开放申购,开放赎回,nan
585,2022-06-29,3.333,3.472,-0.3,开放申购,开放赎回,nan
586,2022-06-30,3.429,3.568,2.88,开放申购,开放赎回,nan
587,2022-07-01,3.379,3.518,-1.46,开放申购,开放赎回,nan
588,2022-07-04,3.531,3.67,4.5,开放申购,开放赎回,nan
589,2022-07-05,3.553,3.692,0.62,开放申购,开放赎回,nan
