,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
61,2020-04-29,2.926,3.065,-1.15,开放申购,开放赎回,nan
62,2020-04-30,2.877,3.016,-1.67,开放申购,开放赎回,nan
63,2020-05-06,2.925,3.064,1.67,开放申购,开放赎回,nan
64,2020-05-07,2.921,3.06,-0.14,开放申购,开放赎回,nan
65,2020-05-08,2.941,3.08,0.68,开放申购,开放赎回,nan
66,2020-05-11,2.929,3.068,-0.41,开放申购,开放赎回,nan
67,2020-05-12,2.988,3.127,2.01,开放申购,开放赎回,nan
68,2020-05-13,3.054,3.193,2.21,开放申购,开放赎回,nan
69,2020-05-14,3.035,3.174,-0.62,开放申购,开放赎回,nan
70,2020-05-15,3.036,3.175,0.03,开放申购,开放赎回,nan
71,2020-05-18,3.083,3.222,1.55,开放申购,开放赎回,nan
72,2020-05-19,3.117,3.256,1.1,开放申购,开放赎回,nan
73,2020-05-20,3.084,3.223,-1.06,开放申购,开放赎回,nan
74,2020-05-21,3.123,3.262,1.26,开放申购,开放赎回,nan
75,2020-05-22,3.049,3.188,-2.37,开放申购,开放赎回,nan
76,2020-05-25,3.093,3.232,1.44,开放申购,开放赎回,nan
77,2020-05-26,3.183,3.322,2.91,开放申购,开放赎回,nan
78,2020-05-27,3.113,3.252,-2.2,开放申购,开放赎回,nan
79,2020-05-28,3.082,3.221,-1.0,开放申购,开放赎回,nan
80,2020-05-29,3.148,3.287,2.14,开放申购,开放赎回,nan
81,2020-06-01,3.216,3.355,2.16,开放申购,开放赎回,nan
82,2020-06-02,3.168,3.307,-1.49,开放申购,开放赎回,nan
83,2020-06-03,3.196,3.335,0.88,开放申购,开放赎回,nan
84,2020-06-04,3.253,3.392,1.78,开放申购,开放赎回,nan
85,2020-06-05,3.278,3.417,0.77,开放申购,开放赎回,nan
86,2020-06-08,3.251,3.39,-0.82,开放申购,开放赎回,nan
87,2020-06-09,3.321,3.46,2.15,开放申购,开放赎回,nan
88,2020-06-10,3.389,3.528,2.05,开放申购,开放赎回,nan
89,2020-06-11,3.401,3.54,0.35,开放申购,开放赎回,nan
90,2020-06-12,3.473,3.612,2.12,开放申购,开放赎回,nan
91,2020-06-15,3.554,3.693,2.33,开放申购,开放赎回,nan
92,2020-06-16,3.602,3.741,1.35,开放申购,开放赎回,nan
93,2020-06-17,3.662,3.801,1.67,开放申购,开放赎回,nan
94,2020-06-18,3.569,3.708,-2.54,开放申购,开放赎回,nan
95,2020-06-19,3.627,3.766,1.63,开放申购,开放赎回,nan
96,2020-06-22,3.652,3.791,0.69,开放申购,开放赎回,nan
97,2020-06-23,3.709,3.848,1.56,开放申购,开放赎回,nan
98,2020-06-24,3.678,3.817,-0.84,开放申购,开放赎回,nan
99,2020-06-29,3.736,3.875,1.58,开放申购,开放赎回,nan
100,2020-06-30,3.77,3.909,0.91,开放申购,开放赎回,nan
101,2020-07-01,3.716,3.855,-1.43,开放申购,开放赎回,nan
102,2020-07-02,3.669,3.808,-1.26,开放申购,开放赎回,nan
103,2020-07-03,3.73,3.869,1.66,开放申购,开放赎回,nan
104,2020-07-06,3.728,3.867,-0.05,开放申购,开放赎回,nan
105,2020-07-07,3.804,3.943,2.04,开放申购,开放赎回,nan
106,2020-07-08,3.822,3.961,0.47,开放申购,开放赎回,nan
107,2020-07-09,3.967,4.106,3.79,开放申购,开放赎回,nan
108,2020-07-10,4.056,4.195,2.24,开放申购,开放赎回,nan
109,2020-07-13,4.194,4.333,3.4,开放申购,开放赎回,nan
110,2020-07-14,4.119,4.258,-1.79,开放申购,开放赎回,nan
111,2020-07-15,4.135,4.274,0.39,开放申购,开放赎回,nan
112,2020-07-16,3.912,4.051,-5.39,开放申购,开放赎回,nan
113,2020-07-17,3.98,4.119,1.74,开放申购,开放赎回,nan
114,2020-07-20,3.965,4.104,-0.38,开放申购,开放赎回,nan
115,2020-07-21,4.109,4.248,3.63,开放申购,开放赎回,nan
116,2020-07-22,4.191,4.33,2.0,开放申购,开放赎回,nan
117,2020-07-23,4.309,4.448,2.82,开放申购,开放赎回,nan
118,2020-07-24,4.067,4.206,-5.62,开放申购,开放赎回,nan
119,2020-07-27,4.094,4.233,0.66,开放申购,开放赎回,nan
120,2020-07-28,4.116,4.255,0.54,开放申购,开放赎回,nan
121,2020-07-29,4.239,4.378,2.99,开放申购,开放赎回,nan
122,2020-07-30,4.219,4.358,-0.47,开放申购,开放赎回,nan
123,2020-07-31,4.304,4.443,2.01,开放申购,开放赎回,nan
124,2020-08-03,4.379,4.518,1.74,开放申购,开放赎回,nan
125,2020-08-04,4.351,4.49,-0.64,开放申购,开放赎回,nan
126,2020-08-05,4.438,4.577,2.0,开放申购,开放赎回,nan
127,2020-08-06,4.318,4.457,-2.7,开放申购,开放赎回,nan
128,2020-08-07,4.25,4.389,-1.57,开放申购,开放赎回,nan
129,2020-08-10,4.255,4.394,0.12,开放申购,开放赎回,nan
130,2020-08-11,4.198,4.337,-1.34,开放申购,开放赎回,nan
131,2020-08-12,4.075,4.214,-2.93,开放申购,开放赎回,nan
132,2020-08-13,4.024,4.163,-1.25,开放申购,开放赎回,nan
133,2020-08-14,4.039,4.178,0.37,开放申购,开放赎回,nan
134,2020-08-17,4.077,4.216,0.94,开放申购,开放赎回,nan
135,2020-08-18,4.108,4.247,0.76,开放申购,开放赎回,nan
136,2020-08-19,3.999,4.138,-2.65,开放申购,开放赎回,nan
137,2020-08-20,3.963,4.102,-0.9,开放申购,开放赎回,nan
138,2020-08-21,4.022,4.161,1.49,开放申购,开放赎回,nan
139,2020-08-24,4.036,4.175,0.35,开放申购,开放赎回,nan
140,2020-08-25,4.066,4.205,0.74,开放申购,开放赎回,nan
141,2020-08-26,4.054,4.193,-0.3,开放申购,开放赎回,nan
142,2020-08-27,4.137,4.276,2.05,开放申购,开放赎回,nan
143,2020-08-28,4.232,4.371,2.3,开放申购,开放赎回,nan
144,2020-08-31,4.188,4.327,-1.04,开放申购,开放赎回,nan
145,2020-09-01,4.184,4.323,-0.1,开放申购,开放赎回,nan
146,2020-09-02,4.173,4.312,-0.26,开放申购,开放赎回,nan
147,2020-09-03,4.166,4.305,-0.17,开放申购,开放赎回,nan
148,2020-09-04,4.092,4.231,-1.78,开放申购,开放赎回,nan
149,2020-09-07,3.944,4.083,-3.62,开放申购,开放赎回,nan
150,2020-09-08,3.959,4.098,0.38,开放申购,开放赎回,nan
151,2020-09-09,3.799,3.938,-4.04,开放申购,开放赎回,nan
152,2020-09-10,3.775,3.914,-0.63,开放申购,开放赎回,nan
153,2020-09-11,3.838,3.977,1.67,开放申购,开放赎回,nan
154,2020-09-14,3.821,3.96,-0.44,开放申购,开放赎回,nan
155,2020-09-15,3.865,4.004,1.15,开放申购,开放赎回,nan
156,2020-09-16,3.801,3.94,-1.66,开放申购,开放赎回,nan
157,2020-09-17,3.77,3.909,-0.82,开放申购,开放赎回,nan
158,2020-09-18,3.819,3.958,1.3,开放申购,开放赎回,nan
159,2020-09-21,3.772,3.911,-1.23,开放申购,开放赎回,nan
160,2020-09-22,3.79,3.929,0.48,开放申购,开放赎回,nan
161,2020-09-23,3.877,4.016,2.3,开放申购,开放赎回,nan
162,2020-09-24,3.822,3.961,-1.42,开放申购,开放赎回,nan
163,2020-09-25,3.839,3.978,0.44,开放申购,开放赎回,nan
164,2020-09-28,3.789,3.928,-1.3,开放申购,开放赎回,nan
165,2020-09-29,3.829,3.968,1.06,开放申购,开放赎回,nan
166,2020-09-30,3.908,4.047,2.06,开放申购,开放赎回,nan
167,2020-10-09,3.989,4.128,2.07,开放申购,开放赎回,nan
168,2020-10-12,4.104,4.243,2.88,开放申购,开放赎回,nan
169,2020-10-13,4.16,4.299,1.36,开放申购,开放赎回,nan
170,2020-10-14,4.187,4.326,0.65,开放申购,开放赎回,nan
171,2020-10-15,4.145,4.284,-1.0,开放申购,开放赎回,nan
172,2020-10-16,4.155,4.294,0.24,开放申购,开放赎回,nan
173,2020-10-19,4.056,4.195,-2.38,开放申购,开放赎回,nan
174,2020-10-20,4.077,4.216,0.52,开放申购,开放赎回,nan
175,2020-10-21,4.08,4.219,0.07,开放申购,开放赎回,nan
176,2020-10-22,4.028,4.167,-1.27,开放申购,开放赎回,nan
177,2020-10-23,3.888,4.027,-3.48,开放申购,开放赎回,nan
178,2020-10-26,3.925,4.064,0.95,开放申购,开放赎回,nan
179,2020-10-27,4.015,4.154,2.29,开放申购,开放赎回,nan
180,2020-10-28,4.041,4.18,0.65,开放申购,开放赎回,nan
181,2020-10-29,4.146,4.285,2.6,开放申购,开放赎回,nan
182,2020-10-30,4.075,4.214,-1.71,开放申购,开放赎回,nan
183,2020-11-02,4.073,4.212,-0.05,开放申购,开放赎回,nan
184,2020-11-03,4.107,4.246,0.83,开放申购,开放赎回,nan
185,2020-11-04,4.092,4.231,-0.37,开放申购,开放赎回,nan
186,2020-11-05,4.069,4.208,-0.56,开放申购,开放赎回,nan
187,2020-11-06,3.967,4.106,-2.51,开放申购,开放赎回,nan
188,2020-11-09,4.017,4.156,1.26,开放申购,开放赎回,nan
189,2020-11-10,3.936,4.075,-2.02,开放申购,开放赎回,nan
190,2020-11-11,3.818,3.957,-3.0,开放申购,开放赎回,nan
191,2020-11-12,3.842,3.981,0.63,开放申购,开放赎回,nan
192,2020-11-13,3.835,3.974,-0.18,开放申购,开放赎回,nan
193,2020-11-16,3.858,3.997,0.6,开放申购,开放赎回,nan
194,2020-11-17,3.783,3.922,-1.94,开放申购,开放赎回,nan
195,2020-11-18,3.701,3.84,-2.17,开放申购,开放赎回,nan
196,2020-11-19,3.732,3.871,0.84,开放申购,开放赎回,nan
197,2020-11-20,3.753,3.892,0.56,开放申购,开放赎回,nan
198,2020-11-23,3.736,3.875,-0.45,开放申购,开放赎回,nan
199,2020-11-24,3.711,3.85,-0.67,开放申购,开放赎回,nan
200,2020-11-25,3.615,3.754,-2.59,开放申购,开放赎回,nan
201,2020-11-26,3.611,3.75,-0.11,开放申购,开放赎回,nan
202,2020-11-27,3.621,3.76,0.28,开放申购,开放赎回,nan
203,2020-11-30,3.612,3.751,-0.25,开放申购,开放赎回,nan
204,2020-12-01,3.701,3.84,2.46,开放申购,开放赎回,nan
205,2020-12-02,3.692,3.831,-0.24,开放申购,开放赎回,nan
206,2020-12-03,3.76,3.899,1.84,开放申购,开放赎回,nan
207,2020-12-04,3.822,3.961,1.65,开放申购,开放赎回,nan
208,2020-12-07,3.825,3.964,0.08,开放申购,开放赎回,nan
209,2020-12-08,3.836,3.975,0.29,开放申购,开放赎回,nan
210,2020-12-09,3.778,3.917,-1.51,开放申购,开放赎回,nan
211,2020-12-10,3.838,3.977,1.59,开放申购,开放赎回,nan
212,2020-12-11,3.811,3.95,-0.7,开放申购,开放赎回,nan
213,2020-12-14,3.89,4.029,2.07,开放申购,开放赎回,nan
214,2020-12-15,3.941,4.08,1.31,开放申购,开放赎回,nan
215,2020-12-16,3.955,4.094,0.36,开放申购,开放赎回,nan
216,2020-12-17,4.045,4.184,2.28,开放申购,开放赎回,nan
217,2020-12-18,4.007,4.146,-0.94,开放申购,开放赎回,nan
218,2020-12-21,4.091,4.23,2.1,开放申购,开放赎回,nan
219,2020-12-22,4.06,4.199,-0.76,开放申购,开放赎回,nan
220,2020-12-23,4.046,4.185,-0.34,开放申购,开放赎回,nan
221,2020-12-24,4.036,4.175,-0.25,开放申购,开放赎回,nan
222,2020-12-25,4.113,4.252,1.91,开放申购,开放赎回,nan
223,2020-12-28,4.079,4.218,-0.83,开放申购,开放赎回,nan
224,2020-12-29,4.073,4.212,-0.15,开放申购,开放赎回,nan
225,2020-12-30,4.145,4.284,1.77,开放申购,开放赎回,nan
226,2020-12-31,4.206,4.345,1.47,开放申购,开放赎回,nan
227,2021-01-04,4.194,4.333,-0.29,开放申购,开放赎回,nan
228,2021-01-05,4.282,4.421,2.1,开放申购,开放赎回,nan
229,2021-01-06,4.386,4.525,2.43,开放申购,开放赎回,nan
230,2021-01-07,4.437,4.576,1.16,开放申购,开放赎回,nan
231,2021-01-08,4.416,4.555,-0.47,开放申购,开放赎回,nan
232,2021-01-11,4.405,4.544,-0.25,开放申购,开放赎回,nan
233,2021-01-12,4.455,4.594,1.14,开放申购,开放赎回,nan
234,2021-01-13,4.388,4.527,-1.5,开放申购,开放赎回,nan
235,2021-01-14,4.314,4.453,-1.69,开放申购,开放赎回,nan
236,2021-01-15,4.316,4.455,0.05,开放申购,开放赎回,nan
237,2021-01-18,4.38,4.519,1.48,开放申购,开放赎回,nan
238,2021-01-19,4.297,4.436,-1.89,开放申购,开放赎回,nan
239,2021-01-20,4.47,4.609,4.03,开放申购,开放赎回,nan
240,2021-01-21,4.568,4.707,2.19,开放申购,开放赎回,nan
241,2021-01-22,4.848,4.987,6.13,开放申购,开放赎回,nan
242,2021-01-25,4.923,5.062,1.55,开放申购,开放赎回,nan
243,2021-01-26,4.744,4.883,-3.64,开放申购,开放赎回,nan
244,2021-01-27,4.753,4.892,0.19,开放申购,开放赎回,nan
245,2021-01-28,4.614,4.753,-2.92,开放申购,开放赎回,nan
246,2021-01-29,4.583,4.722,-0.67,开放申购,开放赎回,nan
247,2021-02-01,4.68,4.819,2.12,开放申购,开放赎回,nan
248,2021-02-02,4.696,4.835,0.34,开放申购,开放赎回,nan
249,2021-02-03,4.729,4.868,0.7,开放申购,开放赎回,nan
250,2021-02-04,4.658,4.797,-1.5,开放申购,开放赎回,nan
251,2021-02-05,4.754,4.893,2.06,开放申购,开放赎回,nan
252,2021-02-08,4.823,4.962,1.45,开放申购,开放赎回,nan
253,2021-02-09,4.9,5.039,1.6,开放申购,开放赎回,nan
254,2021-02-10,5.02,5.159,2.45,开放申购,开放赎回,nan
255,2021-02-18,4.747,4.886,-5.44,开放申购,开放赎回,nan
256,2021-02-19,4.709,4.848,-0.8,开放申购,开放赎回,nan
257,2021-02-22,4.47,4.609,-5.08,开放申购,开放赎回,nan
258,2021-02-23,4.462,4.601,-0.18,开放申购,开放赎回,nan
259,2021-02-24,4.312,4.451,-3.36,开放申购,开放赎回,nan
260,2021-02-25,4.318,4.457,0.14,开放申购,开放赎回,nan
261,2021-02-26,4.265,4.404,-1.23,开放申购,开放赎回,nan
262,2021-03-01,4.318,4.457,1.24,开放申购,开放赎回,nan
263,2021-03-02,4.242,4.381,-1.76,开放申购,开放赎回,nan
264,2021-03-03,4.307,4.446,1.53,开放申购,开放赎回,nan
265,2021-03-04,4.124,4.263,-4.25,开放申购,开放赎回,nan
266,2021-03-05,4.143,4.282,0.46,开放申购,开放赎回,nan
267,2021-03-08,3.935,4.074,-5.02,开放申购,开放赎回,nan
268,2021-03-09,3.824,3.963,-2.82,开放申购,开放赎回,nan
269,2021-03-10,3.912,4.051,2.3,开放申购,开放赎回,nan
270,2021-03-11,3.993,4.132,2.07,开放申购,开放赎回,nan
271,2021-03-12,4.008,4.147,0.38,开放申购,开放赎回,nan
272,2021-03-15,3.83,3.969,-4.44,开放申购,开放赎回,nan
273,2021-03-16,3.88,4.019,1.31,开放申购,开放赎回,nan
274,2021-03-17,3.927,4.066,1.21,开放申购,开放赎回,nan
275,2021-03-18,3.995,4.134,1.73,开放申购,开放赎回,nan
276,2021-03-19,3.917,4.056,-1.95,开放申购,开放赎回,nan
277,2021-03-22,3.936,4.075,0.49,开放申购,开放赎回,nan
278,2021-03-23,3.925,4.064,-0.28,开放申购,开放赎回,nan
279,2021-03-24,3.896,4.035,-0.74,开放申购,开放赎回,nan
280,2021-03-25,3.954,4.093,1.49,开放申购,开放赎回,nan
281,2021-03-26,4.103,4.242,3.77,开放申购,开放赎回,nan
282,2021-03-29,4.092,4.231,-0.27,开放申购,开放赎回,nan
283,2021-03-30,4.184,4.323,2.25,开放申购,开放赎回,nan
284,2021-03-31,4.132,4.271,-1.24,开放申购,开放赎回,nan
285,2021-04-01,4.215,4.354,2.01,开放申购,开放赎回,nan
286,2021-04-02,4.239,4.378,0.57,开放申购,开放赎回,nan
287,2021-04-06,4.185,4.324,-1.27,开放申购,开放赎回,nan
288,2021-04-07,4.177,4.316,-0.19,开放申购,开放赎回,nan
289,2021-04-08,4.263,4.402,2.06,开放申购,开放赎回,nan
290,2021-04-09,4.216,4.355,-1.1,开放申购,开放赎回,nan
291,2021-04-12,4.122,4.261,-2.23,开放申购,开放赎回,nan
292,2021-04-13,4.166,4.305,1.07,开放申购,开放赎回,nan
293,2021-04-14,4.172,4.311,0.14,开放申购,开放赎回,nan
294,2021-04-15,4.15,4.289,-0.53,开放申购,开放赎回,nan
295,2021-04-16,4.142,4.281,-0.19,开放申购,开放赎回,nan
296,2021-04-19,4.258,4.397,2.8,开放申购,开放赎回,nan
297,2021-04-20,4.277,4.416,0.45,开放申购,开放赎回,nan
298,2021-04-21,4.355,4.494,1.82,开放申购,开放赎回,nan
299,2021-04-22,4.358,4.497,0.07,开放申购,开放赎回,nan
300,2021-04-23,4.43,4.569,1.65,开放申购,开放赎回,nan
301,2021-04-26,4.405,4.544,-0.56,开放申购,开放赎回,nan
302,2021-04-27,4.514,4.653,2.47,开放申购,开放赎回,nan
303,2021-04-28,4.589,4.728,1.66,开放申购,开放赎回,nan
304,2021-04-29,4.565,4.704,-0.52,开放申购,开放赎回,nan
305,2021-04-30,4.633,4.772,1.49,开放申购,开放赎回,nan
306,2021-05-06,4.48,4.619,-3.3,开放申购,开放赎回,nan
307,2021-05-07,4.319,4.458,-3.59,开放申购,开放赎回,nan
308,2021-05-10,4.392,4.531,1.69,开放申购,开放赎回,nan
309,2021-05-11,4.473,4.612,1.84,开放申购,开放赎回,nan
310,2021-05-12,4.562,4.701,1.99,开放申购,开放赎回,nan
311,2021-05-13,4.593,4.732,0.68,开放申购,开放赎回,nan
312,2021-05-14,4.654,4.793,1.33,开放申购,开放赎回,nan
313,2021-05-17,4.731,4.87,1.65,开放申购,开放赎回,nan
314,2021-05-18,4.673,4.812,-1.23,开放申购,开放赎回,nan
315,2021-05-19,4.646,4.785,-0.58,开放申购,开放赎回,nan
316,2021-05-20,4.702,4.841,1.21,开放申购,开放赎回,nan
317,2021-05-21,4.659,4.798,-0.91,开放申购,开放赎回,nan
318,2021-05-24,4.657,4.796,-0.04,开放申购,开放赎回,nan
319,2021-05-25,4.749,4.888,1.98,开放申购,开放赎回,nan
320,2021-05-26,4.734,4.873,-0.32,开放申购,开放赎回,nan
321,2021-05-27,4.759,4.898,0.53,开放申购,开放赎回,nan
322,2021-05-28,4.67,4.809,-1.87,开放申购,开放赎回,nan
323,2021-05-31,4.778,4.917,2.31,开放申购,开放赎回,nan
324,2021-06-01,4.843,4.982,1.36,开放申购,开放赎回,nan
325,2021-06-02,4.734,4.873,-2.25,开放申购,开放赎回,nan
326,2021-06-03,4.66,4.799,-1.56,开放申购,开放赎回,nan
327,2021-06-04,4.723,4.862,1.35,开放申购,开放赎回,nan
328,2021-06-07,4.75,4.889,0.57,开放申购,开放赎回,nan
329,2021-06-08,4.714,4.853,-0.76,开放申购,开放赎回,nan
330,2021-06-09,4.712,4.851,-0.04,开放申购,开放赎回,nan
331,2021-06-10,4.766,4.905,1.15,开放申购,开放赎回,nan
332,2021-06-11,4.76,4.899,-0.13,开放申购,开放赎回,nan
333,2021-06-15,4.719,4.858,-0.86,开放申购,开放赎回,nan
334,2021-06-16,4.555,4.694,-3.48,开放申购,开放赎回,nan
335,2021-06-17,4.595,4.734,0.88,开放申购,开放赎回,nan
336,2021-06-18,4.672,4.811,1.68,开放申购,开放赎回,nan
337,2021-06-21,4.745,4.884,1.56,开放申购,开放赎回,nan
338,2021-06-22,4.866,5.005,2.55,开放申购,开放赎回,nan
339,2021-06-23,4.854,4.993,-0.25,开放申购,开放赎回,nan
340,2021-06-24,4.775,4.914,-1.63,开放申购,开放赎回,nan
341,2021-06-25,4.857,4.996,1.72,开放申购,开放赎回,nan
342,2021-06-28,4.962,5.101,2.16,开放申购,开放赎回,nan
343,2021-06-29,4.928,5.067,-0.69,开放申购,开放赎回,nan
344,2021-06-30,4.905,5.044,-0.47,开放申购,开放赎回,nan
345,2021-07-01,4.943,5.082,0.77,开放申购,开放赎回,nan
346,2021-07-02,4.707,4.846,-4.77,开放申购,开放赎回,nan
347,2021-07-05,4.688,4.827,-0.4,开放申购,开放赎回,nan
348,2021-07-06,4.52,4.659,-3.58,开放申购,开放赎回,nan
349,2021-07-07,4.696,4.835,3.89,开放申购,开放赎回,nan
350,2021-07-08,4.625,4.764,-1.51,开放申购,开放赎回,nan
351,2021-07-09,4.606,4.745,-0.41,开放申购,开放赎回,nan
352,2021-07-12,4.722,4.861,2.52,开放申购,开放赎回,nan
353,2021-07-13,4.715,4.854,-0.15,开放申购,开放赎回,nan
354,2021-07-14,4.759,4.898,0.93,开放申购,开放赎回,nan
355,2021-07-15,4.793,4.932,0.71,开放申购,开放赎回,nan
356,2021-07-16,4.691,4.83,-2.13,开放申购,开放赎回,nan
357,2021-07-19,4.771,4.91,1.71,开放申购,开放赎回,nan
358,2021-07-20,4.792,4.931,0.44,开放申购,开放赎回,nan
359,2021-07-21,4.879,5.018,1.82,开放申购,开放赎回,nan
360,2021-07-22,4.76,4.899,-2.44,开放申购,开放赎回,nan
361,2021-07-23,4.622,4.761,-2.9,开放申购,开放赎回,nan
362,2021-07-26,4.419,4.558,-4.39,开放申购,开放赎回,nan
363,2021-07-27,4.338,4.477,-1.83,开放申购,开放赎回,nan
364,2021-07-28,4.446,4.585,2.49,开放申购,开放赎回,nan
365,2021-07-29,4.609,4.748,3.67,开放申购,开放赎回,nan
366,2021-07-30,4.571,4.71,-0.82,开放申购,开放赎回,nan
367,2021-08-02,4.696,4.835,2.73,开放申购,开放赎回,nan
368,2021-08-03,4.864,5.003,3.58,开放申购,开放赎回,nan
369,2021-08-04,4.848,4.987,-0.33,开放申购,开放赎回,nan
370,2021-08-05,4.836,4.975,-0.25,开放申购,开放赎回,nan
371,2021-08-06,4.666,4.805,-3.52,开放申购,开放赎回,nan
372,2021-08-09,4.688,4.827,0.47,开放申购,开放赎回,nan
373,2021-08-10,4.718,4.857,0.64,开放申购,开放赎回,nan
374,2021-08-11,4.627,4.766,-1.93,开放申购,开放赎回,nan
375,2021-08-12,4.576,4.715,-1.1,开放申购,开放赎回,nan
376,2021-08-13,4.566,4.705,-0.22,开放申购,开放赎回,nan
377,2021-08-16,4.521,4.66,-0.99,开放申购,开放赎回,nan
378,2021-08-17,4.34,4.479,-4.0,开放申购,开放赎回,nan
379,2021-08-18,4.386,4.525,1.06,开放申购,开放赎回,nan
380,2021-08-19,4.397,4.536,0.25,开放申购,开放赎回,nan
381,2021-08-20,4.197,4.336,-4.55,开放申购,开放赎回,nan
382,2021-08-23,4.262,4.401,1.55,开放申购,开放赎回,nan
383,2021-08-24,4.352,4.491,2.11,开放申购,开放赎回,nan
384,2021-08-25,4.385,4.524,0.76,开放申购,开放赎回,nan
385,2021-08-26,4.246,4.385,-3.17,开放申购,开放赎回,nan
386,2021-08-27,4.251,4.39,0.12,开放申购,开放赎回,nan
387,2021-08-30,4.218,4.357,-0.78,开放申购,开放赎回,nan
388,2021-08-31,4.193,4.332,-0.59,开放申购,开放赎回,nan
389,2021-09-01,4.211,4.35,0.43,开放申购,开放赎回,nan
390,2021-09-02,4.091,4.23,-2.85,开放申购,开放赎回,nan
391,2021-09-03,4.098,4.237,0.17,开放申购,开放赎回,nan
